Elevation Zone,Value
0-500,0.03272152
0-500,0.032468796
0-500,0.015810966
0-500,0.015489578
0-500,0.010513306
0-500,0.016637802
0-500,0.009859085
0-500,-0.00315094
0-500,-0.0072345734
0-500,-0.006980896
0-500,-0.006430626
0-500,-0.005928993
0-500,-0.005329132
0-500,-0.0088710785
0-500,-0.008927345
0-500,-0.0017137527
0-500,0.002902031
0-500,0.01233387
0-500,0.0077524185
0-500,0.00965786
0-500,0.018269539
0-500,0.023975372
0-500,0.030085564
0-500,0.032608986
0-500,0.030898094
0-500,0.040459633
0-500,0.041909218
0-500,0.11670208
0-500,0.11859703
0-500,0.10817909
0-500,0.10655022
0-500,0.11880779
0-500,0.12414837
0-500,0.12486076
0-500,0.12760925
0-500,0.12789726
0-500,0.12088776
0-500,0.121170044
0-500,0.12112427
0-500,0.10842705
0-500,0.09920025
0-500,0.0954113
0-500,0.090969086
0-500,0.086930275
0-500,0.08092499
0-500,0.08766842
0-500,0.10359573
0-500,0.11845207
0-500,0.13140297
0-500,0.14044952
0-500,0.15171051
0-500,0.16120529
0-500,0.1729927
0-500,0.19163132
0-500,0.19193077
0-500,0.19814682
0-500,0.20698166
0-500,0.21588898
0-500,0.21848679
0-500,0.2194004
0-500,0.2174015
0-500,0.22211838
0-500,0.22528839
0-500,0.2258892
0-500,0.2279129
0-500,0.22809601
0-500,0.22727394
0-500,0.22991562
0-500,0.23126602
0-500,0.23611069
0-500,0.23642159
0-500,0.24202728
0-500,0.2511673
0-500,0.2462616
0-500,0.24485588
0-500,0.2429142
0-500,0.24278831
0-500,0.24396133
0-500,0.25193787
0-500,0.25631523
0-500,0.25880623
0-500,0.25167084
0-500,0.24152756
0-500,0.23694038
0-500,0.22849846
0-500,0.22794151
0-500,0.23568344
0-500,0.23795891
0-500,0.2302723
0-500,0.23043251
0-500,0.23830032
0-500,0.37042618
0-500,0.36379242
0-500,0.3477974
0-500,0.35579872
0-500,0.35885048
0-500,0.36395264
0-500,0.37376785
0-500,0.38011742
0-500,0.3828163
0-500,0.3932476
0-500,0.40491295
0-500,0.41675377
0-500,0.42578697
0-500,0.43457413
0-500,0.44650078
0-500,0.4529686
0-500,0.46419907
0-500,0.4714737
0-500,0.47403145
0-500,0.48262596
0-500,0.4844551
0-500,0.47792244
0-500,0.47344208
0-500,0.474329
0-500,0.4770279
0-500,0.4805851
0-500,0.48301315
0-500,0.4822979
0-500,0.4798851
0-500,0.48267746
0-500,0.4890976
0-500,0.49147797
0-500,0.49520683
0-500,0.5003414
0-500,0.49666595
0-500,0.50291824
0-500,0.5010681
0-500,0.4984913
0-500,0.49399757
0-500,0.483984
0-500,0.4784031
0-500,0.4784546
0-500,0.4826889
0-500,0.47817612
0-500,0.4767418
0-500,0.47116852
0-500,0.47219086
0-500,0.47740746
0-500,0.48335075
0-500,0.48831177
0-500,0.4871769
0-500,0.48550034
0-500,0.48407745
0-500,0.4772606
0-500,0.46695518
0-500,0.45999527
0-500,0.461977
0-500,0.45999336
0-500,0.4452591
0-500,0.43831635
0-500,0.43724442
0-500,0.43122673
0-500,0.4290867
0-500,0.4285202
0-500,0.43387794
0-500,0.43317032
0-500,0.4384613
0-500,0.4476261
0-500,0.4515953
0-500,0.44778252
0-500,0.45150185
0-500,0.45567513
0-500,0.45341682
0-500,0.45623207
0-500,0.45462608
0-500,0.45643044
0-500,0.4571495
0-500,0.4572792
0-500,0.47623634
0-500,0.49049377
0-500,0.49061775
0-500,0.49827385
0-500,0.4984436
0-500,0.4940338
0-500,0.48996544
0-500,0.4901085
0-500,0.48543358
0-500,0.47348595
0-500,0.46873856
0-500,0.46598816
0-500,0.4640007
0-500,0.4679165
0-500,0.47344208
0-500,0.48275185
0-500,0.49061394
0-500,0.49674034
0-500,0.50167465
0-500,0.50468445
0-500,0.5106373
0-500,0.51418304
0-500,0.524086
0-500,0.5318184
0-500,0.53759384
0-500,0.5451641
0-500,0.5529213
0-500,0.5559082
0-500,0.54924774
0-500,0.5472927
0-500,0.54711723
0-500,0.5466385
0-500,0.5445328
0-500,0.5524101
0-500,0.55787086
0-500,0.5605488
0-500,0.5625458
0-500,0.569994
0-500,0.56814194
0-500,0.5738163
0-500,0.57481384
0-500,0.57497215
0-500,0.5720749
0-500,0.57291603
0-500,0.5670948
0-500,0.5672798
0-500,0.5679703
0-500,0.5838623
0-500,0.59812737
0-500,0.6053467
0-500,0.608408
0-500,0.6103554
0-500,0.60684204
0-500,0.61009216
0-500,0.61133385
0-500,0.609478
0-500,0.61154175
0-500,0.6105213
0-500,0.60274696
0-500,0.5979023
0-500,0.604599
0-500,0.60437775
0-500,0.603178
0-500,0.5970707
0-500,0.5926018
0-500,0.5882187
0-500,0.58114433
0-500,0.5706425
0-500,0.56155014
0-500,0.5618534
0-500,0.5564251
0-500,0.5562134
0-500,0.5551758
0-500,0.5469055
0-500,0.5408821
0-500,0.53128624
0-500,0.52381134
0-500,0.51924706
0-500,0.51402855
0-500,0.5168247
0-500,0.5140934
0-500,0.5163231
0-500,0.5210552
0-500,0.52298164
0-500,0.526062
0-500,0.52849007
0-500,0.5359764
0-500,0.5334892
0-500,0.52532387
0-500,0.52604294
0-500,0.5330467
0-500,0.54232216
0-500,0.5414715
0-500,0.546299
0-500,0.54408836
0-500,0.5412121
0-500,0.53798294
0-500,0.54148865
0-500,0.542923
0-500,0.5422592
0-500,0.5454464
0-500,0.547081
0-500,0.54343224
0-500,0.5377407
0-500,0.53152275
0-500,0.5303688
0-500,0.52866554
0-500,0.5324459
0-500,0.5241451
0-500,0.5272522
0-500,0.5269356
0-500,0.5228653
0-500,0.5253353
0-500,0.5302162
0-500,0.5324497
0-500,0.5364361
0-500,0.54387283
0-500,0.55239105
0-500,0.56126976
0-500,0.56542397
0-500,0.5657425
0-500,0.5758629
0-500,0.5835228
0-500,0.588974
0-500,0.5992737
0-500,0.60954475
0-500,0.6190376
0-500,0.622345
0-500,0.6220341
0-500,0.61475754
0-500,0.6157322
0-500,0.6172333
0-500,0.6173706
0-500,0.61079216
0-500,0.6081848
0-500,0.6082058
0-500,0.6157875
0-500,0.6279278
0-500,0.6369648
0-500,0.638937
0-500,0.63385963
0-500,0.6292267
0-500,0.6294975
0-500,0.63471603
0-500,0.6303234
0-500,0.626564
0-500,0.6291294
0-500,0.62942696
0-500,0.62758064
0-500,0.6333904
0-500,0.6395016
0-500,0.6520214
0-500,0.66111946
0-500,0.6704025
0-500,0.6730099
0-500,0.6722145
0-500,0.672596
0-500,0.6681671
0-500,0.6660538
0-500,0.66373634
0-500,0.6618576
0-500,0.65122414
0-500,0.64574623
0-500,0.64717865
0-500,0.6480732
0-500,0.64177895
0-500,0.63414764
0-500,0.62778664
0-500,0.6263771
0-500,0.62322044
0-500,0.6228123
0-500,0.6239891
0-500,0.61667824
0-500,0.6165714
0-500,0.61221886
0-500,0.6164894
0-500,0.62371445
0-500,0.62423706
0-500,0.6323719
0-500,0.62329865
0-500,0.62496376
0-500,0.63212204
0-500,0.64522934
0-500,0.6482811
0-500,0.64805603
0-500,0.6454468
0-500,0.6420536
0-500,0.6459484
0-500,0.6459255
0-500,0.64917374
0-500,0.6561165
0-500,0.6602993
0-500,0.6515312
0-500,0.647707
0-500,0.6405163
0-500,0.633131
0-500,0.631855
0-500,0.63411903
0-500,0.6314106
0-500,0.6301193
0-500,0.6218605
0-500,0.6170244
0-500,0.6168995
0-500,0.61989784
0-500,0.61507225
0-500,0.6040096
0-500,0.59480476
0-500,0.59879875
0-500,0.604826
0-500,0.60748005
0-500,0.6125021
0-500,0.6176567
0-500,0.62022495
0-500,0.6221285
0-500,0.61946774
0-500,0.6295643
0-500,0.6377983
0-500,0.640666
0-500,0.6467838
0-500,0.65250874
0-500,0.65184116
0-500,0.6492853
0-500,0.650445
0-500,0.648695
0-500,0.6546078
0-500,0.65988636
0-500,0.6660776
0-500,0.66396904
0-500,0.6616211
0-500,0.6611681
