Elevation Zone,count,mean,std,median,min,max
0-500,41635,0.44841564,0.16403039,0.45071793,-0.056121826,0.9162655
500-1000,15774,0.3891015,0.13627884,0.403224,-0.023317337,0.85845566
1000-1500,7047,0.39846775,0.15247636,0.42521858,-0.0007362366,0.88326263
1500-2000,1780,0.42053694,0.11565947,0.43388605,0.100767136,0.85284996
2000-2500,537,0.35539308,0.09150449,0.35201836,0.12851524,0.7002449
2500-3500,140,0.32524675,0.084952086,0.3146038,0.17379093,0.5373869
