Elevation Zone,count,mean,std,median,min,max
0-500,41635,0.27275875,0.112104274,0.28291893,-0.07048607,0.6345253
500-1000,15774,0.24481875,0.1206248,0.24521065,-0.044740677,0.58395195
1000-1500,7047,0.2486628,0.11928244,0.23625374,-0.028951645,0.59105873
1500-2000,1780,0.27895376,0.08788154,0.26562595,0.0035114288,0.57551384
2000-2500,537,0.29012576,0.07955805,0.2965727,0.0781517,0.5228214
2500-3500,140,0.29794198,0.08230938,0.29920435,0.14274788,0.5348177
