daily_statistic,percentile,baseline_A,baseline_B,filename,LC_code,LC_name,Elevation,count,mean,median,std
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,8,Woody Savanna,1000_1500,559,0.4402672643098507,0.4386463165283203,0.11637004165288814
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,8,Woody Savanna,1500_2000,72,0.4416377809312608,0.4689626693725586,0.09227808213744512
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,9,Savanna,0_500,4104,0.41564062324880857,0.42154788970947266,0.16267541599477425
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,9,Savanna,500_1000,1843,0.4186658678142777,0.42197418212890625,0.12216751593793161
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,9,Savanna,1000_1500,493,0.43318372420800383,0.4440937042236328,0.12449540548090063
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,9,Savanna,1500_2000,20,0.417023754119873,0.4024543762207031,0.09927949382983059
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,9,Savanna,2000_2500,1,0.4252433776855469,0.4252433776855469,0.0
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,10,Grass,0_500,2158,0.3955576315977929,0.3764333724975586,0.1632476712988169
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,10,Grass,500_1000,2042,0.4082967732959116,0.4233121871948242,0.12820365339699408
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,10,Grass,1000_1500,1998,0.47245147731807735,0.4840707778930664,0.12049467609624065
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,10,Grass,1500_2000,1126,0.44977894896512344,0.46147727966308594,0.1053914602932543
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,10,Grass,2000_2500,452,0.36691515213620346,0.36183595657348633,0.09041106762453796
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,10,Grass,2500_3500,97,0.3130420311210082,0.29979610443115234,0.07893012385655426
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,11,Wetland,0_500,11,0.574867075139826,0.5957660675048828,0.09753518043022726
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,11,Wetland,500_1000,1,0.6139183044433594,0.6139183044433594,0.0
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,12,Cropland,0_500,19968,0.5166939973640137,0.5091009140014648,0.15032125749991415
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,12,Cropland,500_1000,2714,0.4058857364696708,0.4416522979736328,0.14679350438802108
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,12,Cropland,1000_1500,809,0.4344989213130088,0.45540428161621094,0.12601608552221705
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,12,Cropland,1500_2000,42,0.5346104531061082,0.5363426208496094,0.11504174622762761
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,12,Cropland,2000_2500,2,0.4182438850402832,0.4182438850402832,0.1257033348083496
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,13,Urban,0_500,825,0.4681272714788263,0.4822978973388672,0.1233825472288706
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,13,Urban,500_1000,56,0.4532416548047747,0.4571647644042969,0.10055214670452046
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,13,Urban,1000_1500,6,0.4317118326822917,0.4531574249267578,0.08001209428411193
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,14,Crop/Nat Mosaic,0_500,996,0.34139608666599996,0.3483257293701172,0.13201750342903146
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,14,Crop/Nat Mosaic,500_1000,72,0.4217935535642836,0.40418338775634766,0.09217544196481331
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,14,Crop/Nat Mosaic,1000_1500,4,0.5567207336425781,0.5584421157836914,0.0782886400074954
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,15,Snow/Ice,2000_2500,1,0.4202289581298828,0.4202289581298828,0.0
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,15,Snow/Ice,2500_3500,3,0.35800377527872723,0.4011869430541992,0.08924884054312521
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,16,Barren,0_500,6734,0.2935048922750339,0.3008003234863281,0.06828516606373324
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,16,Barren,500_1000,3864,0.3021203114132457,0.2648296356201172,0.08779242131751491
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,16,Barren,1000_1500,989,0.23444025485170863,0.2302684783935547,0.07833245158116421
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,16,Barren,1500_2000,63,0.2949380420503162,0.3039722442626953,0.06871754202744451
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,16,Barren,2000_2500,25,0.29089954376220706,0.2699909210205078,0.06054586365786686
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,16,Barren,2500_3500,34,0.3605872112161973,0.35762715339660645,0.09407171673712961
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,17,Water,0_500,1532,0.3874109806030911,0.38164234161376953,0.14524417780983273
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,17,Water,500_1000,43,0.40295485563056416,0.43694305419921875,0.09930509299399672
daily_maximum,p90,1991_2020,1981_2010,p90_1991_2020_minus_1981_2010_daily_maximum_baseline.tif,17,Water,1000_1500,9,0.46107843187120223,0.4658775329589844,0.023054543093214818
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,1,ENF,0_500,373,0.29514068828511175,0.3278007507324219,0.08803394851106426
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,1,ENF,500_1000,259,0.26159710313362505,0.2866535186767578,0.09277928148239262
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,1,ENF,1000_1500,251,0.31291809689951133,0.3398885726928711,0.10407281525619498
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,1,ENF,1500_2000,108,0.3063303452950937,0.31067848205566406,0.07082498260768268
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,2,EBF,0_500,134,0.14064340449091214,0.13405704498291016,0.09119614460851014
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,2,EBF,500_1000,23,0.15741257045579993,0.1786479949951172,0.066047580458602
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,2,EBF,1000_1500,1,0.1330718994140625,0.1330718994140625,0.0
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,4,DBF,0_500,1278,0.33458659645164146,0.3377838134765625,0.09628174527863607
daily_maximum,p95,1981_2020,1981_2010,p95_1981_2020_minus_1981_2010_daily_maximum_baseline.tif,4,DBF,500_1000,1276,0.30956919738865196,0.30942535400390625,0.10069980740690836
