Elevation Zone,count,mean,std,median,min,max
0-500,41635,0.24911009,0.09069345,0.24983025,-0.018461227,0.5557308
500-1000,15774,0.23482713,0.101605624,0.23329926,-0.025476456,0.5813217
1000-1500,7047,0.22601631,0.11560493,0.2190876,-0.026004791,0.58456993
1500-2000,1780,0.25897178,0.0853796,0.24651718,0.026605606,0.6028786
2000-2500,537,0.28119946,0.08118054,0.27375412,0.09072876,0.53224516
2500-3500,140,0.2921373,0.0941236,0.28061152,0.109643936,0.49822164
