Elevation Zone,count,mean,std,median,min,max
0-500,41635,0.38124475,0.113668434,0.3957882,0.00057411194,0.6961794
500-1000,15774,0.3471228,0.11722853,0.3429656,0.019367218,0.74528694
1000-1500,7047,0.34674543,0.12652923,0.3726349,0.032823563,0.6980152
1500-2000,1780,0.3677559,0.09738239,0.38357067,0.09378338,0.64655304
2000-2500,537,0.33015573,0.08215741,0.33248138,0.083459854,0.57642174
2500-3500,140,0.31263012,0.07846993,0.29779387,0.14171124,0.5134673
