Elevation Zone,count,mean,std,median,min,max
0-500,41635,0.3707535,0.113435164,0.383173,-0.023231506,0.70814514
500-1000,15774,0.34095013,0.11906767,0.33211803,-0.0007343292,0.7129917
1000-1500,7047,0.3369128,0.12918054,0.35543346,0.03434944,0.7226486
1500-2000,1780,0.35665756,0.09570032,0.37073565,0.09120178,0.6562996
2000-2500,537,0.32425237,0.08431433,0.3225143,0.093530655,0.57355595
2500-3500,140,0.314523,0.08624683,0.30000734,0.110842705,0.54801273
