percentile,baseline,LC_code,LC_name,Elevation,count,mean,median,std
p99,1981_2020,10,Grass,0_500,2158,0.23070782130244047,0.22861099243164062,0.09697673571367536
p99,1981_2020,10,Grass,500_1000,2042,0.24598275295784378,0.2518343925476074,0.09692762405999512
p99,1981_2020,10,Grass,1000_1500,1998,0.2601002114671129,0.26777076721191406,0.099821311631653
p99,1981_2020,10,Grass,1500_2000,1126,0.26840769545858323,0.258638858795166,0.08926962941480608
p99,1981_2020,10,Grass,2000_2500,452,0.2942535049092453,0.2892911434173584,0.07683816888138138
p99,1981_2020,10,Grass,2500_3500,97,0.27769431379652515,0.27292442321777344,0.0856084160036656
p99,1981_2020,11,Wetland,0_500,11,0.2834880135276101,0.26614952087402344,0.055979445842568226
p99,1981_2020,11,Wetland,500_1000,1,0.41079139709472656,0.41079139709472656,0.0
p99,1981_2020,12,Cropland,0_500,19968,0.26969755679751056,0.27358150482177734,0.08947960243386376
p99,1981_2020,12,Cropland,500_1000,2714,0.2518437904914513,0.2714347839355469,0.11526708573903585
p99,1981_2020,12,Cropland,1000_1500,809,0.2079071096790441,0.1908702850341797,0.09923592977572325
p99,1981_2020,12,Cropland,1500_2000,42,0.2613182067871094,0.258575439453125,0.07438450951698945
p99,1981_2020,12,Cropland,2000_2500,2,0.2328481674194336,0.2328481674194336,0.03523445129394531
p99,1981_2020,13,Urban,0_500,825,0.2791032039757931,0.2907600402832031,0.0758052692463159
p99,1981_2020,13,Urban,500_1000,56,0.27039478506360737,0.2631397247314453,0.08730314655454922
p99,1981_2020,13,Urban,1000_1500,6,0.2215878168741862,0.16476058959960938,0.1420606940861958
p99,1981_2020,14,Crop/Nat Mosaic,0_500,996,0.21310445582531543,0.21748924255371094,0.0899831024300616
p99,1981_2020,14,Crop/Nat Mosaic,500_1000,72,0.2314214441511366,0.20785236358642578,0.09573499726871076
p99,1981_2020,14,Crop/Nat Mosaic,1000_1500,4,0.318772554397583,0.30591297149658203,0.10806481251935936
p99,1981_2020,15,Snow/Ice,2000_2500,1,0.41028928756713867,0.41028928756713867,0.0
p99,1981_2020,15,Snow/Ice,2500_3500,3,0.368457555770874,0.36945056915283203,0.04466672824250277
p99,1981_2020,16,Barren,0_500,6734,0.19563651672626128,0.18777084350585938,0.059381804843087915
p99,1981_2020,16,Barren,500_1000,3864,0.18163921127161378,0.15858745574951172,0.07206338891895268
p99,1981_2020,16,Barren,1000_1500,989,0.13117420709530914,0.13204383850097656,0.06752696890851533
p99,1981_2020,16,Barren,1500_2000,63,0.20327339475117032,0.21504592895507812,0.04411652276944342
p99,1981_2020,16,Barren,2000_2500,25,0.24882797241210938,0.2258281707763672,0.07425964795964635
p99,1981_2020,16,Barren,2500_3500,34,0.3410879548858194,0.34151148796081543,0.10070271163215719
p99,1981_2020,17,Water,0_500,1532,0.2250486030279812,0.22831439971923828,0.09090187312687803
p99,1981_2020,17,Water,500_1000,43,0.24003530103106832,0.2396554946899414,0.07606031516546054
p99,1981_2020,17,Water,1000_1500,9,0.2283484141031901,0.23031044006347656,0.013578880485932192
p99,1991_2020,1,ENF,0_500,373,0.3353579779412727,0.36530113220214844,0.0884688413877117
p99,1991_2020,1,ENF,500_1000,259,0.31487239557803826,0.3294553756713867,0.0989452953990123
p99,1991_2020,1,ENF,1000_1500,251,0.38857900953862773,0.4052772521972656,0.10413647640706107
p99,1991_2020,1,ENF,1500_2000,108,0.3643367952770657,0.37537240982055664,0.06835089581721124
p99,1991_2020,2,EBF,0_500,134,0.14942398355967962,0.14089202880859375,0.09410299721105257
p99,1991_2020,2,EBF,500_1000,23,0.1582927703857422,0.16326332092285156,0.06060967765260042
p99,1991_2020,2,EBF,1000_1500,1,0.11218643188476562,0.11218643188476562,0.0
p99,1991_2020,4,DBF,0_500,1278,0.36375195543530964,0.35852813720703125,0.10361131742497891
p99,1991_2020,4,DBF,500_1000,1276,0.3610501020305956,0.3514366149902344,0.11484669067162202
p99,1991_2020,4,DBF,1000_1500,361,0.3547440077129163,0.3579111099243164,0.11118076438500764
p99,1991_2020,4,DBF,1500_2000,7,0.39753477913992746,0.4159202575683594,0.10977756228311279
p99,1991_2020,5,MF,0_500,1403,0.37911996005351256,0.3813648223876953,0.07191863849723763
p99,1991_2020,5,MF,500_1000,1186,0.37447091339008404,0.3768129348754883,0.10073361168538392
p99,1991_2020,5,MF,1000_1500,599,0.4000136625388628,0.41420745849609375,0.11185925619402001
p99,1991_2020,5,MF,1500_2000,49,0.37329912185668945,0.41876792907714844,0.11867753750295557
p99,1991_2020,6,Closed Shrub,500_1000,1,0.42431640625,0.42431640625,0.0
p99,1991_2020,7,Open Shrub,0_500,614,0.30460759948829874,0.27488040924072266,0.12558865293228985
p99,1991_2020,7,Open Shrub,500_1000,1188,0.29691395615086413,0.27819156646728516,0.1466756734796793
p99,1991_2020,7,Open Shrub,1000_1500,968,0.1737727350439907,0.1556558609008789,0.13431965104272378
p99,1991_2020,7,Open Shrub,1500_2000,293,0.23286859492799936,0.2253742218017578,0.07771840647297645
p99,1991_2020,7,Open Shrub,2000_2500,56,0.1881218978336879,0.19001531600952148,0.07943911104509518
p99,1991_2020,7,Open Shrub,2500_3500,6,0.20397520065307617,0.19119548797607422,0.0793053451700344
p99,1991_2020,8,Woody Savanna,0_500,1505,0.2674994883743235,0.2754840850830078,0.11256534229228887
p99,1991_2020,8,Woody Savanna,500_1000,1206,0.27698233115732374,0.2716512680053711,0.13566826699440487
p99,1991_2020,8,Woody Savanna,1000_1500,559,0.3425256621645687,0.34165382385253906,0.13013065756852518
p99,1991_2020,8,Woody Savanna,1500_2000,72,0.3716135091251797,0.39710140228271484,0.10788887250844476
p99,1991_2020,9,Savanna,0_500,4104,0.3038303094532987,0.318084716796875,0.13474756744757485
p99,1991_2020,9,Savanna,500_1000,1843,0.3130282351845189,0.3135204315185547,0.12267391146032665
p99,1991_2020,9,Savanna,1000_1500,493,0.33715519508532044,0.33091163635253906,0.14183087784195564
p99,1991_2020,9,Savanna,1500_2000,20,0.3343897819519043,0.3119525909423828,0.13015757411012002
p99,1991_2020,9,Savanna,2000_2500,1,0.45011138916015625,0.45011138916015625,0.0
p99,1991_2020,10,Grass,0_500,2158,0.30981746440247543,0.3086128234863281,0.13425918698770029
p99,1991_2020,10,Grass,500_1000,2042,0.3284415446812913,0.3290433883666992,0.12157841449326792
p99,1991_2020,10,Grass,1000_1500,1998,0.3870244121646977,0.38381242752075195,0.11663120850287599
p99,1991_2020,10,Grass,1500_2000,1126,0.3756725034324145,0.3758816719055176,0.09717627581148479
p99,1991_2020,10,Grass,2000_2500,452,0.35031435974931296,0.3566756248474121,0.0895791155049715
p99,1991_2020,10,Grass,2500_3500,97,0.3183146383344513,0.31372928619384766,0.10420677639224703
p99,1991_2020,11,Wetland,0_500,11,0.4032941298051314,0.3827362060546875,0.07036978491747704
p99,1991_2020,11,Wetland,500_1000,1,0.5750331878662109,0.5750331878662109,0.0
p99,1991_2020,12,Cropland,0_500,19968,0.3608718044960346,0.3569669723510742,0.11360112012038429
p99,1991_2020,12,Cropland,500_1000,2714,0.3272179907178211,0.3286895751953125,0.13407174939544828
p99,1991_2020,12,Cropland,1000_1500,809,0.3483146471794515,0.3480987548828125,0.11877510420553561
p99,1991_2020,12,Cropland,1500_2000,42,0.39960204987298875,0.4013199806213379,0.08934182892248722
p99,1991_2020,12,Cropland,2000_2500,2,0.30668163299560547,0.30668163299560547,0.10420989990234375
p99,1991_2020,13,Urban,0_500,825,0.36928554650508993,0.3912925720214844,0.1018758105149084
p99,1991_2020,13,Urban,500_1000,56,0.3883685554776873,0.3813343048095703,0.1247268998811082
p99,1991_2020,13,Urban,1000_1500,6,0.3568417231241862,0.3134746551513672,0.11938033062092006
p99,1991_2020,14,Crop/Nat Mosaic,0_500,996,0.2294088501528085,0.23645973205566406,0.1498190149362083
p99,1991_2020,14,Crop/Nat Mosaic,500_1000,72,0.2711702452765571,0.2572517395019531,0.11790362796489741
p99,1991_2020,14,Crop/Nat Mosaic,1000_1500,4,0.4367866516113281,0.41643190383911133,0.08609382548397006
p99,1991_2020,15,Snow/Ice,2000_2500,1,0.4594855308532715,0.4594855308532715,0.0
p99,1991_2020,15,Snow/Ice,2500_3500,3,0.4227609634399414,0.42279911041259766,0.045079266332205034
p99,1991_2020,16,Barren,0_500,6734,0.3446359475784143,0.3412504196166992,0.0763907569305684
p99,1991_2020,16,Barren,500_1000,3864,0.3002048333485921,0.2568235397338867,0.11122632160302362
p99,1991_2020,16,Barren,1000_1500,989,0.18212445705556532,0.18730735778808594,0.0961117977423874
p99,1991_2020,16,Barren,1500_2000,63,0.231993281652057,0.234893798828125,0.06546749644930967
p99,1991_2020,16,Barren,2000_2500,25,0.26165727615356443,0.23633575439453125,0.09314998967197287
p99,1991_2020,16,Barren,2500_3500,34,0.39083094106001015,0.4019402265548706,0.13173376708350812
p99,1991_2020,17,Water,0_500,1532,0.3144595224614554,0.3096647262573242,0.12723317360452174
p99,1991_2020,17,Water,500_1000,43,0.35275186494339345,0.3580818176269531,0.10159109155469062
p99,1991_2020,17,Water,1000_1500,9,0.36076609293619794,0.3607044219970703,0.013585863637781298
