filename,percentile,baseline,LC_code,LC_name,count,mean,median,std
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,6,Closed Shrub,1,0.362579345703125,0.362579345703125,0.0
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,7,Open Shrub,3126,0.18839126661353134,0.1728687286376953,0.11693721370418296
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,8,Woody Savanna,3350,0.23483697563854616,0.2324838638305664,0.09228409485193706
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,9,Savanna,6465,0.24965159363831463,0.254791259765625,0.09852577781967246
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,10,Grass,7890,0.2519248154075729,0.2508111000061035,0.0970202715619562
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,11,Wetland,20,0.33376369476318357,0.31996726989746094,0.07664317792323531
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,12,Cropland,23648,0.26552604661097545,0.2711467742919922,0.09388545260142274
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,13,Urban,893,0.2781707372804238,0.2884540557861328,0.07712764379993284
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,14,Crop/Nat Mosaic,1072,0.214728985259782,0.2168407440185547,0.09079441733644276
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,15,Snow/Ice,4,0.3789154887199402,0.38986992835998535,0.042713493694834744
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,16,Barren,11917,0.18720224241367311,0.17552566528320312,0.06788054882836543
p99_baseline_1981_2020_minus_1981_2010.tif,p99,1981_2020,17,Water,1722,0.2280641200235081,0.23157405853271484,0.09072316910852596
