zone,ref_mean,n_ref,diff_mean,n_diff,distortion_ratio,metric,percentile,data_type,ref_baseline,alt_baseline
8,2.812571239231279,10060,-0.49671747294013696,10060,-0.17660618307034812,hw_count,p95,daily_mean,1981_2010,1981_2020
9,2.9919677346057716,1956,-0.4786980231765508,1956,-0.1599943796317982,hw_count,p95,daily_mean,1981_2010,1981_2020
14,2.9792218717139853,4755,-0.6407991587802313,4755,-0.21508943751835335,hw_count,p95,daily_mean,1981_2010,1981_2020
15,2.7038714185883994,11130,-0.5372546670659878,11130,-0.1986983039894284,hw_count,p95,daily_mean,1981_2010,1981_2020
17,3.3223744292237445,73,-0.6949771689497717,73,-0.20918086797951332,hw_count,p95,daily_mean,1981_2010,1981_2020
18,3.1711604938271605,900,-0.5809135802469135,900,-0.18318643270999044,hw_count,p95,daily_mean,1981_2010,1981_2020
25,2.9738902973962733,2761,-0.6102378365326573,2761,-0.2051985021152102,hw_count,p95,daily_mean,1981_2010,1981_2020
26,3.034213915451238,13804,-0.6998969702823659,13804,-0.23066830074556444,hw_count,p95,daily_mean,1981_2010,1981_2020
27,3.3340410474168434,785,-0.7769285208775655,785,-0.2330290801756101,hw_count,p95,daily_mean,1981_2010,1981_2020
29,3.3458273724368146,233,-0.7627086313781593,233,-0.22795815330516767,hw_count,p95,daily_mean,1981_2010,1981_2020
0,0.005263256764575491,59148,-0.0022670063043363914,59148,-0.43072228821737046,hw_count,p99,daily_mean,1981_2010,1981_2020
4,0.47157457226634786,11709,-0.17413765289758115,11709,-0.3692685302517583,hw_count,p99,daily_mean,1981_2010,1981_2020
5,0.6550086701347206,1666,-0.20126717353608112,1666,-0.3072740555051651,hw_count,p99,daily_mean,1981_2010,1981_2020
6,0.5685795685795686,1365,-0.2177126577126577,1365,-0.38290622089620185,hw_count,p99,daily_mean,1981_2010,1981_2020
7,0.687215595316987,8048,-0.2460818422796554,8048,-0.3580853525090528,hw_count,p99,daily_mean,1981_2010,1981_2020
8,0.6105721228186437,10060,-0.21594654296443563,10060,-0.3536790026225739,hw_count,p99,daily_mean,1981_2010,1981_2020
9,0.646250852079073,1956,-0.2307430129516019,1956,-0.3570486733422245,hw_count,p99,daily_mean,1981_2010,1981_2020
14,0.5818109592242084,4755,-0.23001752541184717,4755,-0.3953475227848564,hw_count,p99,daily_mean,1981_2010,1981_2020
15,0.5134191873814515,11130,-0.2153079764400519,11130,-0.41936097741995026,hw_count,p99,daily_mean,1981_2010,1981_2020
17,0.791476407914764,73,-0.26636225266362257,73,-0.3365384572864276,hw_count,p99,daily_mean,1981_2010,1981_2020
18,0.6789382716049384,900,-0.22150617283950616,900,-0.32625376833353537,hw_count,p99,daily_mean,1981_2010,1981_2020
25,0.6245643687874763,2761,-0.26325405448911426,2761,-0.4215002703167179,hw_count,p99,daily_mean,1981_2010,1981_2020
26,0.5817508612640458,13804,-0.2713802762484304,13804,-0.4664888179002932,hw_count,p99,daily_mean,1981_2010,1981_2020
27,0.7580184005661713,785,-0.3528096249115358,785,-0.46543674928425394,hw_count,p99,daily_mean,1981_2010,1981_2020
29,0.7903671912255603,233,-0.3671912255603243,233,-0.46458307605749544,hw_count,p99,daily_mean,1981_2010,1981_2020
0,0.07883012856638338,59148,-0.009902466881570147,59148,-0.12561777844943423,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
4,7.161006253499207,11709,-0.6431064423378028,11709,-0.08980671412282085,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
5,7.66842737094838,1666,-0.5898892890489529,1666,-0.07692441484345117,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
6,6.923630443630444,1365,-0.5542694342694343,1365,-0.0800547397758354,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
7,7.685950960901259,8048,-0.8156505411972609,8048,-0.10612226701488017,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
8,7.11562403357632,10060,-0.695204329578087,10060,-0.09770110468465343,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
9,7.3624971597364235,1956,-0.5735514655760054,1956,-0.0779017570198317,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
14,7.501731510690501,4755,-0.8292043463021381,4755,-0.11053506034108423,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
15,6.899349106518918,11130,-0.6029390036937207,11130,-0.08739070795100377,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
17,8.27945205479452,73,-0.8913242009132419,73,-0.10765497450046083,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
18,7.7629876543209875,900,-0.6733827160493826,900,-0.08674272653353263,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
25,8.08405167209948,2761,-1.044887118193891,2761,-0.12925289932368753,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
26,7.677450980392157,13804,-0.9226262918960687,13804,-0.12017351762332017,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
27,8.042802547770702,785,-0.9089596602972398,785,-0.113015289604372,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
29,8.173009060562709,233,-0.8980448259418217,233,-0.10987933797557764,hw_max_duration,p90,daily_mean,1981_2010,1981_2020
0,0.04948791355770459,59148,-0.009072157976601068,59148,-0.18332064318727426,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
4,4.60681906605555,11709,-0.5955988271130469,11709,-0.12928635079435558,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
5,4.907242897158863,1666,-0.5365212751767373,1666,-0.10933252853532902,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
6,4.493512413512414,1365,-0.5859503459503459,1365,-0.1303991823599611,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
7,5.017862270819528,8048,-0.7576899712834106,8048,-0.15099855852553673,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
8,4.621168544289817,10060,-0.6459134084382593,10060,-0.1397727438092817,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
9,4.951999545557828,1956,-0.5427289252442626,1956,-0.10959793496651997,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
14,4.934511041009463,4755,-0.7838579273279589,4755,-0.15885219816613919,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
15,4.532159329140462,11130,-0.609685534591195,11130,-0.1345242938230022,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
17,5.461491628614916,73,-0.8748858447488584,73,-0.16019173929756989,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
18,5.07916049382716,900,-0.6789135802469136,900,-0.13366649463732255,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
25,5.227389432170309,2761,-0.8894442432291038,2761,-0.17015075174116434,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
26,4.99410476834412,13804,-0.792578640651663,13804,-0.15870284582103938,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
27,5.339561217268224,785,-0.902137296532201,785,-0.16895345106731627,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
29,5.293562231759657,233,-0.8707677634716261,233,-0.1644956125390093,hw_max_duration,p95,daily_mean,1981_2010,1981_2020
0,0.013578368386645927,59148,-0.0055363945808255,59148,-0.4077360656166746,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
4,1.1927064651123067,11709,-0.42117079929019463,11709,-0.35312191899564954,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
5,1.4781779378418034,1666,-0.42659730558890224,1666,-0.28859671882654636,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
6,1.3127879527879527,1365,-0.49580789580789586,1365,-0.37767553471084114,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
7,1.5455875855975258,8048,-0.5461287828584052,8048,-0.353347027637907,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
8,1.3887585597525955,10060,-0.46276562845151314,10060,-0.33322251868008557,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
9,1.5861508748011814,1956,-0.5143830947511929,1956,-0.3242964459939567,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
14,1.4337188923939712,4755,-0.5420352844958524,4755,-0.3780624525426719,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
15,1.3390775681341718,11130,-0.49951682140361386,11130,-0.373030532032076,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
17,1.8243531202435312,73,-0.6298325722983258,73,-0.3452361069012171,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
18,1.5516543209876543,900,-0.49214814814814817,900,-0.3171764086366372,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
25,1.4060928005151112,2761,-0.5834842448388265,2761,-0.4149685145072832,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
26,1.414081264689784,13804,-0.6379632312695194,13804,-0.4511503282648824,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
27,1.7813729653220098,785,-0.787997169143666,785,-0.44235383609163814,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
29,1.8611349546971865,233,-0.7995231282784931,233,-0.42958901070808614,hw_max_duration,p99,daily_mean,1981_2010,1981_2020
0,0.13754366931766732,59148,-0.026607137654180824,59148,-0.19344500442459206,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
4,15.363392928717657,11709,-1.650773232559271,11709,-0.10744848088856189,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
5,14.931256126514734,1666,-1.4736265770066368,1666,-0.098694079288001,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
6,15.34146810299505,1365,-2.0159536449492923,1365,-0.1314055232589944,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
7,15.47336434516812,8048,-2.249994822134574,8048,-0.1454108344177311,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
8,13.324961240907292,10060,-1.8737189386045403,10060,-0.14061721481381112,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
9,14.658195928548363,1956,-1.7052710781657299,1956,-0.11633567222833884,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
14,15.396477634128756,4755,-2.44333987028023,4755,-0.15869473049324145,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
15,14.951896383466911,11130,-1.9293745273804639,11130,-0.12903878388453024,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
17,16.395139308404207,73,-2.4796034964138878,73,-0.15124016016322792,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
18,15.71549103589862,900,-2.105138569980216,900,-0.13395308895101998,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
25,18.488511637960325,2761,-3.2736265481600144,2761,-0.17706274093302501,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
26,17.01416987330984,13804,-3.0520631787241554,13804,-0.17938360787840119,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
27,15.400340411382484,785,-2.626340808627174,785,-0.17053784116230647,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
29,15.174241191334579,233,-2.4032498883754085,233,-0.158376940005675,hw_magnitude_index,p90,daily_mean,1981_2010,1981_2020
0,0.0701719306384222,59148,-0.017602627378576267,59148,-0.2508499439865578,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
4,8.246248887557883,11709,-1.1523723044322007,11709,-0.13974503058881407,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
5,7.961151601302396,1666,-0.9308199358476198,1666,-0.11692026245626834,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
6,8.466359111986172,1365,-1.654393248195128,1365,-0.19540787537571572,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
7,8.516951465958831,8048,-1.6368747086757423,8048,-0.1921902118729007,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
8,7.372044877165697,10060,-1.3088963868071866,10060,-0.17754861871309266,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
9,8.181436060474992,1956,-1.2321944618720788,1956,-0.1506085791367115,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
14,8.374113017709641,4755,-1.7449862360934787,4755,-0.20837863428871586,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
15,8.139651038276885,11130,-1.4673397735397704,11130,-0.18027059941966397,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
17,9.114099013041052,73,-1.8494060050565722,73,-0.20291704099123237,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
18,8.608495129842266,900,-1.5435206563638775,900,-0.17930203029564112,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
25,9.904258199605266,2761,-2.254305755087027,2761,-0.22760975202572714,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
26,9.045140592717425,13804,-2.024342096789428,13804,-0.2238043813471795,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
27,8.575053285889311,785,-2.0009471683782083,785,-0.23334515825544985,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
29,8.347051919165699,233,-1.7744004585138449,233,-0.21257810225354604,hw_magnitude_index,p95,daily_mean,1981_2010,1981_2020
0,0.014536523874327165,59148,-0.006811132904381166,59148,-0.46855274876841474,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
4,1.6106151129027688,11709,-0.5059729590128941,11709,-0.31414889368540916,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
5,1.773300251967751,1666,-0.4308663824454647,1666,-0.24297429582926458,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
6,1.854489427860743,1365,-0.7798088541679087,1365,-0.4204978676327549,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
7,2.062031508555835,8048,-0.7610232540769393,8048,-0.36906480198223635,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
8,1.7624247645278468,10060,-0.6226416823409476,10060,-0.35328695518806086,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
9,2.059103103207881,1956,-0.7485272504069322,1956,-0.36352101339927567,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
14,1.7455708293199454,4755,-0.6994594270445668,4755,-0.4007052657439375,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
15,1.7909398808578205,11130,-0.7849759777881458,11130,-0.43830392175371097,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
17,2.412767683997002,73,-0.9412838129420258,73,-0.3901261672576073,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
18,2.129895353197132,900,-0.6554946019689979,900,-0.3077590633302528,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
25,1.9467029636719562,2761,-0.8891528464777905,2761,-0.4567480804740497,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
26,1.8073627064107392,13804,-0.9058362126596764,13804,-0.5011922645270598,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
27,2.280157871233894,785,-1.1719033925421931,785,-0.5139571264723233,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
29,2.39947173489621,233,-1.2078978302041632,233,-0.5034015644374306,hw_magnitude_index,p99,daily_mean,1981_2010,1981_2020
