zone,ref_mean,n_ref,diff_mean,n_diff,distortion_ratio,metric,percentile,data_type,ref_baseline,alt_baseline
0,0.02320619463041861,59148,-0.005174965998662489,59148,-0.22299924012042718,hw_count,p95,daily_maximum,1981_2010,1981_2020
4,2.36474506789649,11709,-0.32198214099315814,11709,-0.1361593450400881,hw_count,p95,daily_maximum,1981_2010,1981_2020
5,2.886594637855142,1666,-0.4497398959583833,1666,-0.15580292726329223,hw_count,p95,daily_maximum,1981_2010,1981_2020
6,2.5582580382580384,1365,-0.47993487993487993,1365,-0.18760221638379124,hw_count,p95,daily_maximum,1981_2010,1981_2020
7,2.8859205875855976,8048,-0.5620830572122818,8048,-0.19476733271266317,hw_count,p95,daily_maximum,1981_2010,1981_2020
8,2.566293351005081,10060,-0.43455268389662033,10060,-0.16933086859813606,hw_count,p95,daily_maximum,1981_2010,1981_2020
9,2.8490911156555327,1956,-0.5021926834810271,1956,-0.17626417033799863,hw_count,p95,daily_maximum,1981_2010,1981_2020
14,2.6130716205164153,4755,-0.5057226311484987,4755,-0.19353569387171904,hw_count,p95,daily_maximum,1981_2010,1981_2020
15,2.436763502046521,11130,-0.4973245482679444,11130,-0.20409225015449506,hw_count,p95,daily_maximum,1981_2010,1981_2020
17,3.3598173515981737,73,-0.7077625570776256,73,-0.21065506868532943,hw_count,p95,daily_maximum,1981_2010,1981_2020
18,3.056320987654321,900,-0.5227654320987655,900,-0.1710440207360352,hw_count,p95,daily_maximum,1981_2010,1981_2020
25,2.7250754557527466,2761,-0.5678055454947886,2761,-0.2083632371399094,hw_count,p95,daily_maximum,1981_2010,1981_2020
26,2.792164911941788,13804,-0.6466289964261567,13804,-0.23158696370143633,hw_count,p95,daily_maximum,1981_2010,1981_2020
27,2.9311252653927813,785,-0.6548619957537156,785,-0.22341658381215446,hw_count,p95,daily_maximum,1981_2010,1981_2020
29,2.9538388173581307,233,-0.6566523605150214,233,-0.22230473593656477,hw_count,p95,daily_maximum,1981_2010,1981_2020
0,0.003610904473148336,59148,-0.001588858081047166,59148,-0.44001542901730645,hw_count,p99,daily_maximum,1981_2010,1981_2020
4,0.36970801188069957,11709,-0.12110722046668755,11709,-0.3275753115948548,hw_count,p99,daily_maximum,1981_2010,1981_2020
5,0.5766439909297052,1666,-0.19086301187141522,1666,-0.3309893306159306,hw_count,p99,daily_maximum,1981_2010,1981_2020
6,0.4933333333333333,1365,-0.18075702075702074,1365,-0.3663993589723524,hw_count,p99,daily_maximum,1981_2010,1981_2020
7,0.5982852882703777,8048,-0.22434283189750387,8048,-0.37497634079605713,hw_count,p99,daily_maximum,1981_2010,1981_2020
8,0.5054561519770268,10060,-0.17765186657830792,10060,-0.3514683961581267,hw_count,p99,daily_maximum,1981_2010,1981_2020
9,0.556157691433765,1956,-0.22168825266984776,1956,-0.3986068197893138,hw_count,p99,daily_maximum,1981_2010,1981_2020
14,0.44447248510339993,4755,-0.182161467461152,4755,-0.4098374353148103,hw_count,p99,daily_maximum,1981_2010,1981_2020
15,0.43457921533393234,11130,-0.18634321653189578,11130,-0.4287899781419808,hw_count,p99,daily_maximum,1981_2010,1981_2020
17,0.7363774733637747,73,-0.22191780821917806,73,-0.30136419599015546,hw_count,p99,daily_maximum,1981_2010,1981_2020
18,0.6644938271604939,900,-0.21990123456790123,900,-0.3309304349722493,hw_count,p99,daily_maximum,1981_2010,1981_2020
25,0.5360779105799026,2761,-0.22992474546259406,2761,-0.4289017261033113,hw_count,p99,daily_maximum,1981_2010,1981_2020
26,0.47996232975949,13804,-0.22688270710583083,13804,-0.4727093946985969,hw_count,p99,daily_maximum,1981_2010,1981_2020
27,0.5750601556970983,785,-0.2430573248407643,785,-0.42266416514196525,hw_count,p99,daily_maximum,1981_2010,1981_2020
29,0.6117310443490701,233,-0.28669527896995706,233,-0.46866229355484224,hw_count,p99,daily_maximum,1981_2010,1981_2020
0,0.070437621634619,59148,-0.009075539325082843,59148,-0.12884503800696157,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
4,6.51937825604236,11709,-0.3958474487810895,11709,-0.06071858889412039,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
5,7.02998532746432,1666,-0.43752167533680136,1666,-0.0622364989874379,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
6,6.152804232804233,1365,-0.4426373626373626,1365,-0.07194075175640952,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
7,6.97904517340402,8048,-0.6502844046830131,8048,-0.0931767007655104,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
8,6.379893969516235,10060,-0.5299116412635299,10060,-0.08305963123602113,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
9,7.014383094751193,1956,-0.5032265394228584,1956,-0.07174209505066781,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
14,6.6414394204930485,4755,-0.590354013319313,4755,-0.08888946733577095,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
15,6.301856843366278,11130,-0.48687431366676653,11130,-0.07725886591770038,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
17,8.257838660578386,73,-0.8410958904109589,73,-0.10185424103859948,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
18,7.439506172839506,900,-0.5580246913580247,900,-0.07500829727720425,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
25,7.390237031671295,2761,-0.8794800595597408,2761,-0.11900566309316207,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
26,6.968582375478927,13804,-0.7089732444702018,13804,-0.10173851800153132,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
27,7.029129511677283,785,-0.6833687190375088,785,-0.09721953720301403,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
29,7.050071530758227,233,-0.6497854077253219,233,-0.09216720766147549,hw_max_duration,p90,daily_maximum,1981_2010,1981_2020
0,0.04256103334009603,59148,-0.0075674579022114025,59148,-0.17780245286144641,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
4,4.159639783262637,11709,-0.43317675861872634,11709,-0.1041380456356683,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
5,4.653554755235428,1666,-0.48403361344537815,1666,-0.1040137352763894,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
6,4.052144892144892,1365,-0.5118762718762718,1365,-0.12632230195058525,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
7,4.596092887121714,8048,-0.6838165451734041,8048,-0.1487821418060635,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
8,4.178871217141595,10060,-0.5184360503644797,10060,-0.12406126491700895,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
9,4.723290161326971,1956,-0.5675414678482164,1956,-0.1201580777936347,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
14,4.377857226311485,4755,-0.6406496085991354,4755,-0.14633862504363154,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
15,4.159191374663073,11130,-0.549266247379455,11130,-0.13206082542988096,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
17,5.460882800608828,73,-0.7869101978691021,73,-0.1440994478658974,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
18,4.945876543209877,900,-0.6842962962962963,900,-0.13835693004755398,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
25,4.793118435349511,2761,-0.8402672139723932,2761,-0.17530699972325042,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
26,4.618390804597701,13804,-0.7550758234328214,13804,-0.16349327151920437,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
27,4.768181174805378,785,-0.7417975937721161,785,-0.1555724426194165,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
29,4.776347162613257,233,-0.7631855030996662,233,-0.15978434471339079,hw_max_duration,p95,daily_maximum,1981_2010,1981_2020
0,0.009916743686270973,59148,-0.0043551768445255976,59148,-0.4391736431403983,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
4,0.9661874531462029,11709,-0.3217942513356298,11709,-0.3330557097975262,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
5,1.3601307189542482,1666,-0.4035881019074296,1666,-0.29672743458838907,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
6,1.1186161986161987,1365,-0.40340252340252347,1365,-0.36062638847470196,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
7,1.3983267064280982,8048,-0.4972884912745748,8048,-0.3556311164138051,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
8,1.1884470952065385,10060,-0.3978926441351889,10060,-0.33480046557565535,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
9,1.420665757782322,1956,-0.5257214269484208,1956,-0.37005285751980843,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
14,1.1239537329127234,4755,-0.4248066362892861,4755,-0.3779574016884367,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
15,1.1754197863631826,11130,-0.4610701806928222,11130,-0.39226000967433106,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
17,1.7680365296803653,73,-0.6392694063926941,73,-0.361570245888846,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
18,1.550172839506173,900,-0.4920987654320988,900,-0.3174476740376811,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
25,1.2516479536399856,2761,-0.5424765584128134,2761,-0.4334098517886833,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
26,1.2129350590811037,13804,-0.5422631121414082,13804,-0.4470668925025116,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
27,1.3954706298655342,785,-0.5226326963906581,785,-0.3745207397849792,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
29,1.4249880782069624,233,-0.5724368144969003,233,-0.4017134032447861,hw_max_duration,p99,daily_maximum,1981_2010,1981_2020
0,0.13637101033692317,59148,-0.026412652147117854,59148,-0.19368229468300377,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
4,15.983748383058277,11709,-1.3934961189720843,11709,-0.08718206047195275,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
5,15.062725972817613,1666,-1.3400760128702562,1666,-0.08896636733609246,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
6,16.76844690817374,1365,-2.0746728373563625,1365,-0.12372480573068577,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
7,16.967939710831843,8048,-2.3866544908170595,8048,-0.14065670494379,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
8,14.870740884749704,10060,-1.8775049267685227,10060,-0.1262549687373948,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
9,16.93083571891464,1956,-2.0462517874968427,1956,-0.12085946732105106,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
14,16.584404458218554,4755,-2.4243269178000744,4755,-0.14618112591536958,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
15,16.790764673233472,11130,-2.0497472398374756,11130,-0.1220758719752808,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
17,20.06234493994096,73,-3.02174940178202,73,-0.15061795664075212,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
18,18.173954062461853,900,-2.3398812420680937,900,-0.12874915567293124,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
25,20.927339493559135,2761,-3.913352846768287,2761,-0.18699715012043164,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
26,19.13833892838262,13804,-3.2621995106630193,13804,-0.17045363869695931,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
27,17.823371723663783,785,-2.7484447697159338,785,-0.15420453608813117,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
29,17.046960264493382,233,-2.5491200214206575,233,-0.149535165236162,hw_magnitude_index,p90,daily_maximum,1981_2010,1981_2020
0,0.06783093260175191,59148,-0.015968530000693367,59148,-0.23541660174837287,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
4,8.18992249433473,11709,-1.0127742837813631,11709,-0.12366103381873586,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
5,8.070371254186592,1666,-0.9925490423728899,1666,-0.12298678832502612,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
6,8.957121267881536,1365,-1.6763893870973567,1365,-0.18715716077630717,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
7,9.29267281934846,8048,-1.821971710989392,8048,-0.19606541029133984,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
8,8.141969921412468,10060,-1.3083730068347932,10060,-0.1606948954437881,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
9,9.287049405625181,1956,-1.635668777715236,1956,-0.17612362167076148,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
14,8.890898411150555,4755,-1.7447532447117875,4755,-0.19624037550144477,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
15,8.993585415085455,11130,-1.7277724144443776,11130,-0.19211163654766314,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
17,11.089726829165919,73,-2.138572668847791,73,-0.19284268222864875,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
18,9.978106430776325,900,-1.7412912833845173,900,-0.17451119545774657,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
25,10.764260323328092,2761,-2.6246269541969958,2761,-0.24382789647614497,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
26,10.019538364594148,13804,-2.3023312762133044,13804,-0.22978416670883428,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
27,9.793041580095833,785,-2.1781037145743367,785,-0.2224134038986576,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
29,9.318005267761269,233,-2.1858465723590337,233,-0.2345831009106492,hw_magnitude_index,p95,daily_maximum,1981_2010,1981_2020
0,0.012288431666665081,59148,-0.005944590792014551,59148,-0.4837546495533663,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
4,1.3059478319856073,11709,-0.3696267288162687,11709,-0.28303330112654096,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
5,1.6623812000386091,1666,-0.45916282246235895,1666,-0.2762078996620124,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
6,1.782650484373087,1365,-0.7095012336423545,1365,-0.3980035547528166,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
7,2.147208149167963,8048,-0.8321330960602167,8048,-0.38754188433349934,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
8,1.810432004531488,10060,-0.6333702220425901,10060,-0.34984479779346844,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
9,2.0793099422667196,1956,-0.8347786591882408,1956,-0.4014690827013178,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
14,1.5919151696268539,4755,-0.6353503350579777,4755,-0.3991106707123079,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
15,1.861771811349813,11130,-0.8856470703486019,11130,-0.47570118969063263,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
17,3.0206190933738486,73,-1.3359937696877862,73,-0.44229137271745456,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
18,2.5672245533230864,900,-0.8590422037383656,900,-0.3346190341161264,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
25,1.8875479488940041,2761,-0.9133933710588517,2761,-0.4839047223965892,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
26,1.8202014383995018,13804,-0.9118729275618922,13804,-0.5009736303438829,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
27,2.202440392091944,785,-0.9951764877502242,785,-0.4518517217560011,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
29,2.26479701154506,233,-1.1276079350132913,233,-0.49788476595753794,hw_magnitude_index,p99,daily_maximum,1981_2010,1981_2020
