koppen_zone,metric,percentile,daily_statistic,deltaB_mean,deltaB_median,deltaB_std,n_pixel
26,hw_count,p95,daily_maximum,-0.6466289964261566,-0.6444444444444444,0.16630810247714617,13804
27,hw_count,p95,daily_maximum,-0.6548619957537156,-0.6444444444444444,0.16705354550191262,785
29,hw_count,p95,daily_maximum,-0.6566523605150214,-0.6666666666666665,0.1627382025644458,233
0,hw_count,p99,daily_maximum,-0.001588858081047166,0.0,0.018461993569656745,59148
4,hw_count,p99,daily_maximum,-0.12110722046668752,-0.1111111111111111,0.08797121989522257,11709
5,hw_count,p99,daily_maximum,-0.19086301187141522,-0.1777777777777778,0.08944297153000716,1666
6,hw_count,p99,daily_maximum,-0.18075702075702077,-0.1555555555555555,0.15533150436412688,1365
7,hw_count,p99,daily_maximum,-0.22434283189750384,-0.2,0.14356085453054185,8048
8,hw_count,p99,daily_maximum,-0.1776518665783079,-0.15555555555555556,0.14513702494202196,10060
9,hw_count,p99,daily_maximum,-0.22168825266984776,-0.2,0.13934405820375276,1956
14,hw_count,p99,daily_maximum,-0.182161467461152,-0.17777777777777776,0.09803668599857258,4755
15,hw_count,p99,daily_maximum,-0.18634321653189578,-0.1777777777777778,0.08597563100461109,11130
17,hw_count,p99,daily_maximum,-0.22191780821917806,-0.2222222222222222,0.07667124603577442,73
18,hw_count,p99,daily_maximum,-0.21990123456790123,-0.2,0.10853351488398032,900
25,hw_count,p99,daily_maximum,-0.22992474546259406,-0.2222222222222222,0.10674867301566418,2761
26,hw_count,p99,daily_maximum,-0.22688270710583083,-0.2222222222222222,0.08030038998531412,13804
27,hw_count,p99,daily_maximum,-0.24305732484076434,-0.2444444444444444,0.09411375067641752,785
29,hw_count,p99,daily_maximum,-0.28669527896995706,-0.2666666666666667,0.09279369865862924,233
0,hw_max_duration,p90,daily_maximum,-0.009075539325082843,0.0,0.10481467291927136,59148
4,hw_max_duration,p90,daily_maximum,-0.3958474487810896,-0.35555555555555607,0.25973319782153975,11709
5,hw_max_duration,p90,daily_maximum,-0.43752167533680136,-0.4222222222222216,0.22873562336220396,1666
6,hw_max_duration,p90,daily_maximum,-0.4426373626373627,-0.4222222222222225,0.3279020127695742,1365
7,hw_max_duration,p90,daily_maximum,-0.6502844046830131,-0.6444444444444439,0.36225763020311036,8048
8,hw_max_duration,p90,daily_maximum,-0.52991164126353,-0.5333333333333332,0.36125896216782105,10060
9,hw_max_duration,p90,daily_maximum,-0.5032265394228584,-0.4666666666666668,0.2806948692811869,1956
14,hw_max_duration,p90,daily_maximum,-0.590354013319313,-0.5555555555555562,0.26943110483206273,4755
15,hw_max_duration,p90,daily_maximum,-0.48687431366676653,-0.48888888888888804,0.2400578879503021,11130
17,hw_max_duration,p90,daily_maximum,-0.8410958904109589,-0.8666666666666663,0.3404649824882384,73
18,hw_max_duration,p90,daily_maximum,-0.5580246913580247,-0.5333333333333332,0.2458711327724408,900
25,hw_max_duration,p90,daily_maximum,-0.8794800595597407,-0.844444444444445,0.30910283800726246,2761
26,hw_max_duration,p90,daily_maximum,-0.7089732444702019,-0.6888888888888891,0.21699346453001306,13804
27,hw_max_duration,p90,daily_maximum,-0.6833687190375087,-0.6888888888888882,0.24284305992891128,785
29,hw_max_duration,p90,daily_maximum,-0.6497854077253218,-0.6222222222222227,0.22603566678020878,233
0,hw_max_duration,p95,daily_maximum,-0.0075674579022114025,0.0,0.0885017706210222,59148
4,hw_max_duration,p95,daily_maximum,-0.43317675861872634,-0.37777777777777777,0.29988339287505195,11709
5,hw_max_duration,p95,daily_maximum,-0.48403361344537815,-0.44444444444444464,0.25148557212353406,1666
6,hw_max_duration,p95,daily_maximum,-0.5118762718762718,-0.5333333333333332,0.3247130548163361,1365
7,hw_max_duration,p95,daily_maximum,-0.6838165451734041,-0.6888888888888882,0.34139141752887026,8048
8,hw_max_duration,p95,daily_maximum,-0.5184360503644798,-0.5111111111111111,0.34782411521808276,10060
9,hw_max_duration,p95,daily_maximum,-0.5675414678482165,-0.5555555555555554,0.28200956014003836,1956
14,hw_max_duration,p95,daily_maximum,-0.6406496085991354,-0.6444444444444448,0.2756438349479272,4755
15,hw_max_duration,p95,daily_maximum,-0.549266247379455,-0.5555555555555554,0.24749424666125958,11130
17,hw_max_duration,p95,daily_maximum,-0.7869101978691021,-0.7555555555555555,0.2130158601869835,73
18,hw_max_duration,p95,daily_maximum,-0.6842962962962964,-0.666666666666667,0.2513585146372775,900
25,hw_max_duration,p95,daily_maximum,-0.8402672139723933,-0.8666666666666667,0.2902041465383744,2761
26,hw_max_duration,p95,daily_maximum,-0.7550758234328213,-0.7555555555555555,0.21673557473014027,13804
27,hw_max_duration,p95,daily_maximum,-0.7417975937721161,-0.7333333333333334,0.21877167280613097,785
29,hw_max_duration,p95,daily_maximum,-0.7631855030996663,-0.7555555555555555,0.18579064253760327,233
0,hw_max_duration,p99,daily_maximum,-0.004355176844525595,0.0,0.05049658893253581,59148
4,hw_max_duration,p99,daily_maximum,-0.32179425133562983,-0.28888888888888886,0.22900136077905295,11709
5,hw_max_duration,p99,daily_maximum,-0.4035881019074296,-0.37777777777777777,0.1976351269910013,1666
6,hw_max_duration,p99,daily_maximum,-0.40340252340252336,-0.4222222222222223,0.2755520102095761,1365
7,hw_max_duration,p99,daily_maximum,-0.4972884912745748,-0.48888888888888893,0.277588424353644,8048
8,hw_max_duration,p99,daily_maximum,-0.3978926441351889,-0.377777777777778,0.2978694137126077,10060
9,hw_max_duration,p99,daily_maximum,-0.5257214269484208,-0.5333333333333334,0.2620127586748851,1956
14,hw_max_duration,p99,daily_maximum,-0.42480663628928617,-0.4,0.2374059563803711,4755
15,hw_max_duration,p99,daily_maximum,-0.4610701806928222,-0.46666666666666656,0.2013708619738105,11130
17,hw_max_duration,p99,daily_maximum,-0.6392694063926941,-0.6222222222222222,0.1641059722850675,73
18,hw_max_duration,p99,daily_maximum,-0.4920987654320988,-0.4888888888888888,0.1968687978800164,900
25,hw_max_duration,p99,daily_maximum,-0.5424765584128134,-0.5555555555555556,0.20480611895003825,2761
26,hw_max_duration,p99,daily_maximum,-0.5422631121414082,-0.5333333333333334,0.18383834619355074,13804
27,hw_max_duration,p99,daily_maximum,-0.5226326963906581,-0.5111111111111112,0.18712507687449353,785
29,hw_max_duration,p99,daily_maximum,-0.5724368144969003,-0.5777777777777777,0.1588955467625577,233
0,hw_magnitude_index,p90,daily_maximum,-0.02641265214711785,0.0,0.3001532710934903,59148
4,hw_magnitude_index,p90,daily_maximum,-1.3934961189720845,-1.3126687367757164,0.5968737528596657,11709
5,hw_magnitude_index,p90,daily_maximum,-1.3400760128702562,-1.2164782947964135,0.6205778149974773,1666
6,hw_magnitude_index,p90,daily_maximum,-2.0746728373563625,-2.086326768663193,1.3518682061495972,1365
7,hw_magnitude_index,p90,daily_maximum,-2.386654490817059,-2.350056234995524,1.211735024262515,8048
8,hw_magnitude_index,p90,daily_maximum,-1.8775049267685227,-2.039812427096897,1.1380639491644282,10060
9,hw_magnitude_index,p90,daily_maximum,-2.0462517874968427,-2.1054179509480804,0.8133642715330925,1956
14,hw_magnitude_index,p90,daily_maximum,-2.4243269178000744,-2.3853873994615338,0.8417857818914585,4755
15,hw_magnitude_index,p90,daily_maximum,-2.049747239837476,-2.1761138068305117,0.7917352008288246,11130
17,hw_magnitude_index,p90,daily_maximum,-3.0217494017820203,-2.7873480002085387,0.9818424613613858,73
18,hw_magnitude_index,p90,daily_maximum,-2.3398812420680937,-2.246494262086019,0.7206508639962084,900
25,hw_magnitude_index,p90,daily_maximum,-3.9133528467682877,-4.000733767615422,1.0711241108332916,2761
26,hw_magnitude_index,p90,daily_maximum,-3.2621995106630193,-3.1589321189456516,0.8513256130892036,13804
27,hw_magnitude_index,p90,daily_maximum,-2.7484447697159338,-2.82399723596043,0.740314082100464,785
29,hw_magnitude_index,p90,daily_maximum,-2.5491200214206575,-2.5321966853406703,0.5517777494719632,233
0,hw_magnitude_index,p95,daily_maximum,-0.015968530000693367,0.0,0.1815604231107431,59148
4,hw_magnitude_index,p95,daily_maximum,-1.0127742837813631,-0.9747610727945961,0.4680752476829588,11709
5,hw_magnitude_index,p95,daily_maximum,-0.99254904237289,-0.8955488734775123,0.5172336011559616,1666
6,hw_magnitude_index,p95,daily_maximum,-1.6763893870973567,-1.6028632693820537,1.1371468215699574,1365
7,hw_magnitude_index,p95,daily_maximum,-1.821971710989392,-1.7429704136318644,0.9957985145820089,8048
8,hw_magnitude_index,p95,daily_maximum,-1.3083730068347932,-1.3700332005818692,0.8810134563970604,10060
9,hw_magnitude_index,p95,daily_maximum,-1.635668777715236,-1.7090248743693035,0.6915887651559056,1956
14,hw_magnitude_index,p95,daily_maximum,-1.7447532447117875,-1.7304305606418184,0.6877437452529005,4755
15,hw_magnitude_index,p95,daily_maximum,-1.7277724144443776,-1.7926361931694874,0.6556760525121176,11130
17,hw_magnitude_index,p95,daily_maximum,-2.138572668847791,-2.0952467017703587,0.6369615124757558,73
18,hw_magnitude_index,p95,daily_maximum,-1.7412912833845173,-1.7227576679653596,0.5183101931645463,900
25,hw_magnitude_index,p95,daily_maximum,-2.624626954196996,-2.6669902059766972,0.8075935602533361,2761
26,hw_magnitude_index,p95,daily_maximum,-2.3023312762133044,-2.3494650575849754,0.513226583194229,13804
27,hw_magnitude_index,p95,daily_maximum,-2.1781037145743367,-2.140005470646754,0.5549740129602925,785
29,hw_magnitude_index,p95,daily_maximum,-2.185846572359033,-2.133601480060154,0.4346707260857755,233
0,hw_magnitude_index,p99,daily_maximum,-0.005944590792014551,0.0,0.0677851424198936,59148
4,hw_magnitude_index,p99,daily_maximum,-0.3696267288162686,-0.35402937995062933,0.24375254351210873,11709
5,hw_magnitude_index,p99,daily_maximum,-0.45916282246235895,-0.43672125074598517,0.21901772061259414,1666
6,hw_magnitude_index,p99,daily_maximum,-0.7095012336423545,-0.7663550059000651,0.4815312341070678,1365
7,hw_magnitude_index,p99,daily_maximum,-0.8321330960602167,-0.77445617251926,0.5182704160245767,8048
8,hw_magnitude_index,p99,daily_maximum,-0.6333702220425901,-0.5875318633185493,0.4715701683183313,10060
9,hw_magnitude_index,p99,daily_maximum,-0.8347786591882408,-0.8759054395887587,0.37375371924996187,1956
14,hw_magnitude_index,p99,daily_maximum,-0.6353503350579777,-0.5883320066663954,0.3694627924994755,4755
15,hw_magnitude_index,p99,daily_maximum,-0.8856470703486019,-0.8493195957607692,0.404729890490694,11130
17,hw_magnitude_index,p99,daily_maximum,-1.3359937696877862,-1.3346502092149521,0.24190237597298023,73
18,hw_magnitude_index,p99,daily_maximum,-0.8590422037383658,-0.8617556677924262,0.33549758502064675,900
25,hw_magnitude_index,p99,daily_maximum,-0.9133933710588519,-0.9194556978013781,0.41966062463991544,2761
26,hw_magnitude_index,p99,daily_maximum,-0.9118729275618923,-0.8972400347391765,0.30545036941353926,13804
27,hw_magnitude_index,p99,daily_maximum,-0.9951764877502243,-0.9733870294358997,0.2797952936036544,785
29,hw_magnitude_index,p99,daily_maximum,-1.1276079350132913,-1.1110805127355785,0.2396444732171713,233
