koppen_zone,metric,percentile,daily_statistic,deltaB_mean,deltaB_median,deltaB_std,n_pixel
29,hw_count,p95,daily_mean,-0.7627086313781593,-0.7555555555555555,0.20471244883803347,233
0,hw_count,p99,daily_mean,-0.0022670063043363914,0.0,0.025390892413481355,59148
4,hw_count,p99,daily_mean,-0.17413765289758115,-0.1777777777777777,0.09571881230634643,11709
5,hw_count,p99,daily_mean,-0.20126717353608112,-0.19999999999999996,0.09534320815219909,1666
6,hw_count,p99,daily_mean,-0.21771265771265774,-0.2,0.14242861026868217,1365
7,hw_count,p99,daily_mean,-0.2460818422796554,-0.22222222222222227,0.156259905027093,8048
8,hw_count,p99,daily_mean,-0.21594654296443563,-0.2,0.16002642655771965,10060
9,hw_count,p99,daily_mean,-0.23074301295160188,-0.20000000000000007,0.13580272491241166,1956
14,hw_count,p99,daily_mean,-0.23001752541184714,-0.22222222222222227,0.11479437099670282,4755
15,hw_count,p99,daily_mean,-0.2153079764400519,-0.2222222222222222,0.09889375544153692,11130
17,hw_count,p99,daily_mean,-0.2663622526636225,-0.2666666666666666,0.08885030750871255,73
18,hw_count,p99,daily_mean,-0.22150617283950616,-0.20000000000000007,0.11207988909433969,900
25,hw_count,p99,daily_mean,-0.26325405448911426,-0.26666666666666666,0.1023447391253413,2761
26,hw_count,p99,daily_mean,-0.2713802762484304,-0.26666666666666666,0.0932198808650331,13804
27,hw_count,p99,daily_mean,-0.35280962491153567,-0.3555555555555555,0.10746754663071299,785
29,hw_count,p99,daily_mean,-0.36719122556032435,-0.37777777777777777,0.09115053372867633,233
0,hw_max_duration,p90,daily_mean,-0.00990246688157015,0.0,0.1122013206636371,59148
4,hw_max_duration,p90,daily_mean,-0.6431064423378028,-0.6222222222222218,0.3663355565725893,11709
5,hw_max_duration,p90,daily_mean,-0.5898892890489529,-0.577777777777778,0.2476759754340632,1666
6,hw_max_duration,p90,daily_mean,-0.5542694342694343,-0.4666666666666668,0.40999868318670724,1365
7,hw_max_duration,p90,daily_mean,-0.8156505411972609,-0.7777777777777777,0.40062156969886603,8048
8,hw_max_duration,p90,daily_mean,-0.695204329578087,-0.6888888888888891,0.4402687921379289,10060
9,hw_max_duration,p90,daily_mean,-0.5735514655760056,-0.5111111111111111,0.3241027681783474,1956
14,hw_max_duration,p90,daily_mean,-0.8292043463021381,-0.822222222222222,0.34342470351976645,4755
15,hw_max_duration,p90,daily_mean,-0.6029390036937206,-0.5999999999999996,0.30846471539694487,11130
17,hw_max_duration,p90,daily_mean,-0.8913242009132417,-0.8666666666666671,0.2867043417678014,73
18,hw_max_duration,p90,daily_mean,-0.6733827160493826,-0.6444444444444439,0.27081322995276946,900
25,hw_max_duration,p90,daily_mean,-1.044887118193891,-1.0666666666666664,0.3130202212121067,2761
26,hw_max_duration,p90,daily_mean,-0.9226262918960688,-0.9111111111111105,0.2608898655983235,13804
27,hw_max_duration,p90,daily_mean,-0.9089596602972398,-0.9111111111111114,0.30503895547167653,785
29,hw_max_duration,p90,daily_mean,-0.8980448259418216,-0.8888888888888884,0.31274333855035535,233
0,hw_max_duration,p95,daily_mean,-0.009072157976601068,0.0,0.10244044470380784,59148
4,hw_max_duration,p95,daily_mean,-0.5955988271130469,-0.5555555555555562,0.2957148132827943,11709
5,hw_max_duration,p95,daily_mean,-0.5365212751767373,-0.5111111111111111,0.25241630960776174,1666
6,hw_max_duration,p95,daily_mean,-0.5859503459503459,-0.5555555555555562,0.35890535460600853,1365
7,hw_max_duration,p95,daily_mean,-0.7576899712834106,-0.7333333333333334,0.3701493964646183,8048
8,hw_max_duration,p95,daily_mean,-0.6459134084382593,-0.6444444444444439,0.41001471968182546,10060
9,hw_max_duration,p95,daily_mean,-0.5427289252442626,-0.48888888888888893,0.3384405171547233,1956
14,hw_max_duration,p95,daily_mean,-0.7838579273279589,-0.7777777777777777,0.3209498692048674,4755
15,hw_max_duration,p95,daily_mean,-0.6096855345911951,-0.6000000000000001,0.2720271427153804,11130
17,hw_max_duration,p95,daily_mean,-0.8748858447488583,-0.8888888888888893,0.28254375550931077,73
18,hw_max_duration,p95,daily_mean,-0.6789135802469136,-0.6666666666666661,0.2688477153344298,900
25,hw_max_duration,p95,daily_mean,-0.8894442432291038,-0.8666666666666667,0.2891439407623414,2761
26,hw_max_duration,p95,daily_mean,-0.7925786406516631,-0.7777777777777777,0.2394251264524329,13804
27,hw_max_duration,p95,daily_mean,-0.902137296532201,-0.8888888888888884,0.2649306413645672,785
29,hw_max_duration,p95,daily_mean,-0.8707677634716261,-0.8444444444444441,0.24910825700126787,233
0,hw_max_duration,p99,daily_mean,-0.005536394580825501,0.0,0.06302298352560916,59148
4,hw_max_duration,p99,daily_mean,-0.42117079929019463,-0.4,0.23351243650002765,11709
5,hw_max_duration,p99,daily_mean,-0.42659730558890224,-0.3999999999999999,0.22075641938071142,1666
6,hw_max_duration,p99,daily_mean,-0.49580789580789575,-0.5111111111111111,0.2851146167446911,1365
7,hw_max_duration,p99,daily_mean,-0.5461287828584052,-0.5555555555555554,0.2926764175095609,8048
8,hw_max_duration,p99,daily_mean,-0.46276562845151314,-0.4666666666666667,0.307579116596532,10060
9,hw_max_duration,p99,daily_mean,-0.5143830947511928,-0.5,0.2547494250890112,1956
14,hw_max_duration,p99,daily_mean,-0.5420352844958524,-0.5333333333333333,0.26190174968982416,4755
15,hw_max_duration,p99,daily_mean,-0.49951682140361386,-0.48888888888888893,0.23172353010039082,11130
17,hw_max_duration,p99,daily_mean,-0.6298325722983258,-0.6444444444444444,0.12305481891033991,73
18,hw_max_duration,p99,daily_mean,-0.4921481481481481,-0.4666666666666668,0.1932249447837781,900
25,hw_max_duration,p99,daily_mean,-0.5834842448388265,-0.5777777777777778,0.186575990026232,2761
26,hw_max_duration,p99,daily_mean,-0.6379632312695194,-0.6222222222222223,0.20736807940003896,13804
27,hw_max_duration,p99,daily_mean,-0.787997169143666,-0.7777777777777778,0.24633635233598025,785
29,hw_max_duration,p99,daily_mean,-0.7995231282784929,-0.8,0.20606443192897278,233
0,hw_magnitude_index,p90,daily_mean,-0.026607137654180824,0.0,0.29975756706802076,59148
4,hw_magnitude_index,p90,daily_mean,-1.650773232559271,-1.6466439565022775,0.5161417148807451,11709
5,hw_magnitude_index,p90,daily_mean,-1.4736265770066366,-1.376869360605876,0.5801565181630673,1666
6,hw_magnitude_index,p90,daily_mean,-2.0159536449492923,-1.9786439047919373,1.215125059096763,1365
7,hw_magnitude_index,p90,daily_mean,-2.249994822134574,-2.232614368862576,0.9939429411719347,8048
8,hw_magnitude_index,p90,daily_mean,-1.8737189386045403,-1.968314054277207,1.0615026162379746,10060
9,hw_magnitude_index,p90,daily_mean,-1.70527107816573,-1.6095390584733762,0.7704166159735663,1956
14,hw_magnitude_index,p90,daily_mean,-2.44333987028023,-2.470384608374701,0.7922486393278804,4755
15,hw_magnitude_index,p90,daily_mean,-1.9293745273804639,-2.0220960299173996,0.8167848483146809,11130
17,hw_magnitude_index,p90,daily_mean,-2.4796034964138873,-2.2268655988905177,0.7816103782907475,73
18,hw_magnitude_index,p90,daily_mean,-2.1051385699802156,-2.0389333848324087,0.5887809414120433,900
25,hw_magnitude_index,p90,daily_mean,-3.273626548160014,-3.321681006749472,0.810459001692809,2761
26,hw_magnitude_index,p90,daily_mean,-3.052063178724156,-3.0161197741826387,0.6071828787636725,13804
27,hw_magnitude_index,p90,daily_mean,-2.626340808627174,-2.653839753071468,0.6621519747490389,785
29,hw_magnitude_index,p90,daily_mean,-2.4032498883754085,-2.317736754152511,0.5567003203421224,233
0,hw_magnitude_index,p95,daily_mean,-0.017602627378576267,0.0,0.197527252597338,59148
4,hw_magnitude_index,p95,daily_mean,-1.152372304432201,-1.1296416812472865,0.36508461680041293,11709
5,hw_magnitude_index,p95,daily_mean,-0.9308199358476198,-0.8244173897637257,0.45760879233220714,1666
6,hw_magnitude_index,p95,daily_mean,-1.654393248195128,-1.6004676606920034,0.995850423375658,1365
7,hw_magnitude_index,p95,daily_mean,-1.6368747086757423,-1.6311564127604168,0.8036974387837007,8048
8,hw_magnitude_index,p95,daily_mean,-1.3088963868071868,-1.3530351744757767,0.774816346087672,10060
9,hw_magnitude_index,p95,daily_mean,-1.2321944618720786,-1.2242088476816813,0.6072017551070358,1956
14,hw_magnitude_index,p95,daily_mean,-1.7449862360934782,-1.7687281184726293,0.6344162442083798,4755
15,hw_magnitude_index,p95,daily_mean,-1.4673397735397704,-1.541380127271017,0.6103912490724263,11130
17,hw_magnitude_index,p95,daily_mean,-1.8494060050565722,-1.6776271641254423,0.5349673366048234,73
18,hw_magnitude_index,p95,daily_mean,-1.5435206563638775,-1.5006012376604811,0.4208310402790892,900
25,hw_magnitude_index,p95,daily_mean,-2.254305755087027,-2.3339497195349796,0.6708223905090478,2761
26,hw_magnitude_index,p95,daily_mean,-2.024342096789428,-2.000031728214688,0.43269309672913814,13804
27,hw_magnitude_index,p95,daily_mean,-2.0009471683782083,-1.9881569527917433,0.5148813494170387,785
29,hw_magnitude_index,p95,daily_mean,-1.7744004585138446,-1.7072860214445331,0.39695344138989724,233
0,hw_magnitude_index,p99,daily_mean,-0.006811132904381166,0.0,0.07717876608940058,59148
4,hw_magnitude_index,p99,daily_mean,-0.5059729590128941,-0.47344402737087676,0.27069406980434707,11709
5,hw_magnitude_index,p99,daily_mean,-0.4308663824454647,-0.3604323387145997,0.2691056963675721,1666
6,hw_magnitude_index,p99,daily_mean,-0.7798088541679087,-0.7760883967081704,0.4462506776665001,1365
7,hw_magnitude_index,p99,daily_mean,-0.7610232540769394,-0.7095808770921496,0.4419760259754088,8048
8,hw_magnitude_index,p99,daily_mean,-0.6226416823409476,-0.6102347267998589,0.40199481107017865,10060
9,hw_magnitude_index,p99,daily_mean,-0.7485272504069322,-0.7435252348581949,0.3497442469734429,1956
14,hw_magnitude_index,p99,daily_mean,-0.6994594270445668,-0.6647330602010093,0.3223723994127083,4755
15,hw_magnitude_index,p99,daily_mean,-0.7849759777881458,-0.7759548717074924,0.36208508437893133,11130
17,hw_magnitude_index,p99,daily_mean,-0.941283812942026,-0.9431340535481771,0.1936354513589855,73
18,hw_magnitude_index,p99,daily_mean,-0.6554946019689979,-0.636166046725379,0.23256897930091325,900
25,hw_magnitude_index,p99,daily_mean,-0.8891528464777905,-0.9178347481621637,0.33768971489983746,2761
26,hw_magnitude_index,p99,daily_mean,-0.9058362126596765,-0.8888904041714139,0.2599882132512385,13804
27,hw_magnitude_index,p99,daily_mean,-1.1719033925421931,-1.1510409302181666,0.3313152210592068,785
29,hw_magnitude_index,p99,daily_mean,-1.207897830204163,-1.167467353079054,0.30952586551138334,233
