Elevation Zone,Value
0-500,0.026965141
0-500,0.027041435
0-500,0.029471397
0-500,0.03275299
0-500,0.042105675
0-500,0.05151558
0-500,0.057855606
0-500,0.0607872
0-500,0.05923271
0-500,0.05522442
0-500,0.0556345
0-500,0.055199623
0-500,0.053894997
0-500,0.059004784
0-500,0.06416607
0-500,0.062232018
0-500,0.061572075
0-500,0.06120968
0-500,0.06441975
0-500,0.062747
0-500,0.06020832
0-500,0.05744648
0-500,0.053059578
0-500,0.055482864
0-500,0.056728363
0-500,0.054599762
0-500,0.05377865
0-500,0.065096855
0-500,0.067884445
0-500,0.07184219
0-500,0.07807827
0-500,0.08274269
0-500,0.09023285
0-500,0.09258366
0-500,0.088570595
0-500,0.089131355
0-500,0.08229351
0-500,0.080041885
0-500,0.0811491
0-500,0.082131386
0-500,0.077381134
0-500,0.077124596
0-500,0.07449818
0-500,0.08051586
0-500,0.08431339
0-500,0.095131874
0-500,0.104270935
0-500,0.10284233
0-500,0.10491085
0-500,0.101890564
0-500,0.10538292
0-500,0.110323906
0-500,0.113674164
0-500,0.1127367
0-500,0.111501694
0-500,0.10923576
0-500,0.10901928
0-500,0.11166954
0-500,0.115055084
0-500,0.11972904
0-500,0.1193037
0-500,0.11715889
0-500,0.11360073
0-500,0.10956097
0-500,0.10864067
0-500,0.11107254
0-500,0.1116848
0-500,0.10703182
0-500,0.106116295
0-500,0.10598755
0-500,0.10423756
0-500,0.10801983
0-500,0.10819721
0-500,0.1033926
0-500,0.0995121
0-500,0.097016335
0-500,0.10256386
0-500,0.10527611
0-500,0.10455608
0-500,0.10665512
0-500,0.10691738
0-500,0.10390377
0-500,0.103611946
0-500,0.10653877
0-500,0.1039629
0-500,0.10530472
0-500,0.1091795
0-500,0.11093044
0-500,0.10882664
0-500,0.10629749
0-500,0.11098385
0-500,0.14689922
0-500,0.14651203
0-500,0.16045952
0-500,0.1619072
0-500,0.16545105
0-500,0.17076969
0-500,0.17590141
0-500,0.1786623
0-500,0.17980671
0-500,0.18608952
0-500,0.18969822
0-500,0.19330883
0-500,0.19577408
0-500,0.20332146
0-500,0.21040726
0-500,0.20458508
0-500,0.20237255
0-500,0.20604134
0-500,0.2132988
0-500,0.21839142
0-500,0.22273254
0-500,0.228549
0-500,0.22447968
0-500,0.22345734
0-500,0.21888447
0-500,0.2237091
0-500,0.23112297
0-500,0.23517513
0-500,0.23479652
0-500,0.23742485
0-500,0.23459816
0-500,0.23251057
0-500,0.23429203
0-500,0.22972488
0-500,0.22627068
0-500,0.22362232
0-500,0.22691822
0-500,0.2272377
0-500,0.22435284
0-500,0.22543049
0-500,0.21897888
0-500,0.2175026
0-500,0.21172523
0-500,0.21468449
0-500,0.21745014
0-500,0.219697
0-500,0.22643566
0-500,0.22677231
0-500,0.22790718
0-500,0.22950363
0-500,0.2328558
0-500,0.23375988
0-500,0.2288189
0-500,0.22260189
0-500,0.22228527
0-500,0.22774506
0-500,0.22757435
0-500,0.23013306
0-500,0.22728157
0-500,0.22638321
0-500,0.22503662
0-500,0.23032665
0-500,0.23410892
0-500,0.23480225
0-500,0.23786068
0-500,0.24003029
0-500,0.24277878
0-500,0.24510098
0-500,0.24993706
0-500,0.24578953
0-500,0.24567509
0-500,0.24695778
0-500,0.2453556
0-500,0.24795818
0-500,0.25044537
0-500,0.2578497
0-500,0.26480675
0-500,0.26793385
0-500,0.2718649
0-500,0.27767754
0-500,0.2770815
0-500,0.27340984
0-500,0.2740097
0-500,0.26947212
0-500,0.2642107
0-500,0.2643528
0-500,0.26287556
0-500,0.2631998
0-500,0.26237488
0-500,0.2585373
0-500,0.25869083
0-500,0.25370693
0-500,0.2543249
0-500,0.26917553
0-500,0.27315903
0-500,0.27663994
0-500,0.27862263
0-500,0.2826748
0-500,0.2833748
0-500,0.28338432
0-500,0.2876644
0-500,0.2902069
0-500,0.29278946
0-500,0.2903309
0-500,0.28979683
0-500,0.28590298
0-500,0.2821474
0-500,0.2835846
0-500,0.28599548
0-500,0.2880106
0-500,0.29152775
0-500,0.29349804
0-500,0.29284
0-500,0.2944641
0-500,0.2989378
0-500,0.30108452
0-500,0.30323792
0-500,0.29930592
0-500,0.2882309
0-500,0.28409767
0-500,0.2798128
0-500,0.2777109
0-500,0.27623844
0-500,0.27435112
0-500,0.27903843
0-500,0.28958893
0-500,0.29597664
0-500,0.2990799
0-500,0.30143166
0-500,0.30535984
0-500,0.3050804
0-500,0.30427265
0-500,0.3005247
0-500,0.29766655
0-500,0.29875946
0-500,0.3034687
0-500,0.3034973
0-500,0.30517864
0-500,0.31287575
0-500,0.31748104
0-500,0.32289028
0-500,0.32425117
0-500,0.3223858
0-500,0.32340813
0-500,0.3174429
0-500,0.31038284
0-500,0.30160332
0-500,0.29821873
0-500,0.29364967
0-500,0.28565693
0-500,0.2815609
0-500,0.28419304
0-500,0.284626
0-500,0.28182793
0-500,0.28043652
0-500,0.27753925
0-500,0.27618408
0-500,0.2741127
0-500,0.27763176
0-500,0.2784319
0-500,0.27980995
0-500,0.2808838
0-500,0.28286934
0-500,0.28802586
0-500,0.2955103
0-500,0.30347347
0-500,0.2997818
0-500,0.30549622
0-500,0.31171703
0-500,0.31153393
0-500,0.30853653
0-500,0.30890274
0-500,0.3088398
0-500,0.3127699
0-500,0.31294823
0-500,0.3167801
0-500,0.32059288
0-500,0.32509136
0-500,0.3235855
0-500,0.3234024
0-500,0.32211685
0-500,0.31459236
0-500,0.31119537
0-500,0.31050777
0-500,0.31232452
0-500,0.31298828
0-500,0.3093109
0-500,0.30436993
0-500,0.30307007
0-500,0.30472374
0-500,0.30699253
0-500,0.30887413
0-500,0.31350994
0-500,0.31837654
0-500,0.32358837
0-500,0.32625198
0-500,0.33092117
0-500,0.33711338
0-500,0.33702278
0-500,0.34328842
0-500,0.35099506
0-500,0.35813522
0-500,0.3613205
0-500,0.36252975
0-500,0.36054802
0-500,0.35770035
0-500,0.3590536
0-500,0.3601799
0-500,0.35584736
0-500,0.35420322
0-500,0.3536663
0-500,0.35211468
0-500,0.35579014
0-500,0.35715866
0-500,0.35582352
0-500,0.3581009
0-500,0.3580246
0-500,0.35806656
0-500,0.35457325
0-500,0.3553629
0-500,0.35352707
0-500,0.35173893
0-500,0.35364532
0-500,0.35091686
0-500,0.35247326
0-500,0.35498047
0-500,0.35703182
0-500,0.3560791
0-500,0.3566885
0-500,0.35811615
0-500,0.3606081
0-500,0.3620205
0-500,0.36452103
0-500,0.3641739
0-500,0.3640337
0-500,0.36188316
0-500,0.36223507
0-500,0.3622675
0-500,0.36022186
0-500,0.35490704
0-500,0.3529892
0-500,0.35333633
0-500,0.3510065
0-500,0.34648418
0-500,0.3411169
0-500,0.33603477
0-500,0.33306694
0-500,0.33238125
0-500,0.33166695
0-500,0.32536602
0-500,0.32507515
0-500,0.32182693
0-500,0.3224821
0-500,0.32437134
0-500,0.3329954
0-500,0.3392067
0-500,0.33975506
0-500,0.33506584
0-500,0.33391094
0-500,0.33256054
0-500,0.3428564
0-500,0.3386793
0-500,0.3373127
0-500,0.33446407
0-500,0.33732796
0-500,0.33893585
0-500,0.34277058
0-500,0.3450346
0-500,0.34729195
0-500,0.35088158
0-500,0.3530569
0-500,0.3498125
0-500,0.34501648
0-500,0.34147358
0-500,0.333004
0-500,0.33335972
0-500,0.33196735
0-500,0.33071327
0-500,0.32017422
0-500,0.31354618
0-500,0.31353283
0-500,0.31413174
0-500,0.31166744
0-500,0.31851864
0-500,0.31916142
0-500,0.31545925
0-500,0.31098652
0-500,0.30951118
0-500,0.30785656
0-500,0.30344582
0-500,0.30425644
0-500,0.3061266
0-500,0.30698013
0-500,0.30682373
0-500,0.30628586
0-500,0.30500603
0-500,0.30828857
0-500,0.31126404
0-500,0.311965
0-500,0.307683
0-500,0.3045683
0-500,0.3036728
0-500,0.30595398
0-500,0.30475235
0-500,0.3032875
0-500,0.30078793
0-500,0.29658413
0-500,0.29368305
0-500,0.29268742
0-500,0.2902298
0-500,0.28306293
0-500,0.2807331
0-500,0.27886963
0-500,0.27939796
0-500,0.2774477
0-500,0.27731895
0-500,0.27876186
0-500,0.28166485
0-500,0.28259563
0-500,0.2829666
0-500,0.28126907
0-500,0.28173828
0-500,0.2795353
0-500,0.27697182
0-500,0.27160454
0-500,0.2734251
0-500,0.27547455
0-500,0.2748785
0-500,0.27275562
0-500,0.2714138
0-500,0.270751
0-500,0.017607689
0-500,0.017131805
0-500,0.025062561
0-500,0.02913475
0-500,0.033026695
0-500,0.03889656
0-500,0.04611969
0-500,0.05408764
0-500,0.05205536
0-500,0.049349785
0-500,0.050127983
0-500,0.053162575
0-500,0.0531559
0-500,0.055171967
0-500,0.054006577
0-500,0.057718277
0-500,0.05648899
0-500,0.053858757
0-500,0.05130768
0-500,0.054169655
0-500,0.05359459
0-500,0.057551384
0-500,0.051896095
0-500,0.04436779
0-500,0.043761253
0-500,0.060907364
0-500,0.06015873
0-500,0.06469822
0-500,0.06835079
0-500,0.080070496
0-500,0.085243225
0-500,0.089286804
0-500,0.0882225
0-500,0.08553028
0-500,0.08415985
0-500,0.08397961
0-500,0.07889938
0-500,0.080394745
0-500,0.08771896
0-500,0.086411476
0-500,0.079265594
0-500,0.08137226
0-500,0.08240509
0-500,0.08619404
0-500,0.08710766
0-500,0.09512615
0-500,0.10339737
0-500,0.10067558
0-500,0.09624863
0-500,0.097771645
0-500,0.106123924
0-500,0.10951805
0-500,0.10936928
0-500,0.1062994
0-500,0.10706329
0-500,0.105914116
0-500,0.111148834
0-500,0.11595535
0-500,0.117866516
0-500,0.11762619
0-500,0.11415863
0-500,0.11412525
0-500,0.11052704
0-500,0.107940674
0-500,0.104595184
0-500,0.10389328
0-500,0.10448456
0-500,0.102921486
0-500,0.10379219
0-500,0.10804844
0-500,0.106850624
0-500,0.10420799
0-500,0.10251427
0-500,0.10388374
0-500,0.10161495
0-500,0.10039425
0-500,0.103357315
0-500,0.10135746
0-500,0.10343456
0-500,0.10567474
0-500,0.1043663
0-500,0.10430813
0-500,0.10129738
0-500,0.10344219
0-500,0.10675049
0-500,0.106734276
0-500,0.11225605
0-500,0.11145592
0-500,0.108501434
0-500,0.10978031
0-500,0.14381695
0-500,0.14436722
0-500,0.14717674
0-500,0.15736198
0-500,0.15933609
0-500,0.1611824
0-500,0.1643219
0-500,0.16898918
0-500,0.17657948
0-500,0.18116093
0-500,0.18540192
0-500,0.19111633
0-500,0.19034958
0-500,0.19036865
0-500,0.1960001
0-500,0.19970417
0-500,0.19769764
0-500,0.1977663
0-500,0.19958687
0-500,0.20612526
0-500,0.21286392
0-500,0.21992588
0-500,0.2232275
0-500,0.22773933
0-500,0.22576332
0-500,0.21980381
0-500,0.22125721
0-500,0.22397232
0-500,0.22768593
0-500,0.22873783
0-500,0.23237896
0-500,0.22959518
0-500,0.23068714
0-500,0.22971058
0-500,0.22862625
0-500,0.22815609
0-500,0.22631931
0-500,0.22332954
0-500,0.22448349
0-500,0.22950363
0-500,0.22764683
0-500,0.22233391
0-500,0.2221756
0-500,0.21861458
0-500,0.21593475
0-500,0.21796036
0-500,0.22020149
0-500,0.22170067
0-500,0.22692966
0-500,0.23324871
0-500,0.23132038
0-500,0.2289648
0-500,0.2318039
0-500,0.23424721
0-500,0.23273659
0-500,0.2316618
0-500,0.2125473
0-500,0.21846104
0-500,0.22379684
0-500,0.2293663
0-500,0.23396206
0-500,0.23587227
0-500,0.23467064
0-500,0.23441982
0-500,0.23810387
0-500,0.23725605
0-500,0.23963928
0-500,0.23700523
0-500,0.23993683
0-500,0.23592281
0-500,0.2356081
0-500,0.24352837
0-500,0.24942493
0-500,0.25752163
0-500,0.25830173
0-500,0.25903225
0-500,0.26400757
0-500,0.27049255
0-500,0.27220917
0-500,0.27448654
0-500,0.27019882
0-500,0.265316
0-500,0.26147747
0-500,0.25980282
0-500,0.25997162
0-500,0.2593956
0-500,0.26345444
0-500,0.26391315
0-500,0.26579762
0-500,0.2646017
0-500,0.25954914
0-500,0.26319027
0-500,0.27341843
0-500,0.2783203
0-500,0.2783785
0-500,0.27958202
0-500,0.28305054
0-500,0.2775736
0-500,0.27848148
0-500,0.2864685
0-500,0.28891182
0-500,0.29258728
0-500,0.2895651
0-500,0.28242397
0-500,0.27873707
0-500,0.2776327
0-500,0.27618217
0-500,0.27838516
0-500,0.28254032
0-500,0.28053188
0-500,0.28048325
0-500,0.28183746
0-500,0.2889061
0-500,0.2956791
0-500,0.30126572
0-500,0.3070011
0-500,0.30990982
0-500,0.30700302
0-500,0.305233
0-500,0.3035307
0-500,0.29850864
0-500,0.29353905
0-500,0.29600143
0-500,0.3005867
0-500,0.30467224
0-500,0.30753136
0-500,0.3131733
0-500,0.31394482
0-500,0.31623363
0-500,0.3179798
0-500,0.31602573
0-500,0.3112774
0-500,0.31035233
0-500,0.3108797
0-500,0.31151867
0-500,0.31352234
0-500,0.31310463
0-500,0.31786633
0-500,0.3264923
0-500,0.3319788
0-500,0.3306408
0-500,0.3273878
0-500,0.3227396
0-500,0.3153801
0-500,0.30446053
0-500,0.295331
0-500,0.2881422
0-500,0.28665733
0-500,0.281003
0-500,0.27662277
0-500,0.27767944
0-500,0.27711868
0-500,0.27373505
0-500,0.27537918
0-500,0.27465725
0-500,0.27328682
0-500,0.2761383
0-500,0.27756214
0-500,0.26964188
0-500,0.27162075
0-500,0.2737236
0-500,0.28138638
0-500,0.2893877
0-500,0.30548954
0-500,0.31092072
0-500,0.312932
0-500,0.3104124
0-500,0.31027222
0-500,0.3120556
0-500,0.31488514
0-500,0.3110447
0-500,0.31486797
0-500,0.31726933
0-500,0.32089424
0-500,0.3208952
0-500,0.32022285
0-500,0.32440948
0-500,0.32707024
0-500,0.32261658
0-500,0.32203293
0-500,0.31794643
0-500,0.3135376
0-500,0.30989933
0-500,0.31042004
0-500,0.3088026
0-500,0.30329132
0-500,0.300519
0-500,0.2986002
0-500,0.2992277
0-500,0.30190182
0-500,0.30350494
0-500,0.30911922
0-500,0.31618023
0-500,0.3235817
