Elevation Zone,count,mean,std,median,min,max
0-500,41635,0.37681872,0.14719087,0.38155746,-0.20319748,0.9066677
500-1000,15774,0.33160996,0.15559234,0.32781696,-0.1451397,0.9187126
1000-1500,7047,0.3495508,0.1739863,0.36946106,-0.049495697,0.9084606
1500-2000,1780,0.39548025,0.14253482,0.41218185,-0.025463104,0.841238
2000-2500,537,0.38478035,0.12832966,0.39149094,0.052906036,0.7604637
2500-3500,140,0.40948474,0.1414484,0.39425993,0.104002,0.72150517
