Elevation Zone,count,mean,std,median,min,max
0-500,41635,0.43490222,0.15641545,0.43676567,-0.08381462,0.87999153
500-1000,15774,0.38126957,0.14819564,0.38874722,-0.07627678,0.8915844
1000-1500,7047,0.3910376,0.15461704,0.41683388,-0.044353485,0.8866024
1500-2000,1780,0.42021725,0.117349066,0.43854332,0.05643463,0.8366318
2000-2500,537,0.37225458,0.097463556,0.36847496,0.12508965,0.66908264
2500-3500,140,0.35390234,0.09543848,0.34273005,0.17086983,0.6467266
