daily_stat,percentile,baseline,top_frac,LC_code,LC_name,count_hot,fraction_hotspot,fraction_global,enrichment_ratio,difference,reliable
daily_maximum,p97,1991_2020,0.1,4,DBF,504,0.07475526549985168,0.024160853508411982,3.0940655914255863,0.05059441199143969,True
daily_maximum,p97,1991_2020,0.1,5,MF,321,0.0476119845743103,0.02656544932293804,1.7922521842384027,0.021046535251372258,True
daily_maximum,p97,1991_2020,0.1,6,Closed Shrub,1,0.0001483239394838327,8.206811653672548e-06,18.073272026105016,0.00014011712783016015,False
daily_maximum,p97,1991_2020,0.1,7,Open Shrub,223,0.03307623850489469,0.025736561345917112,1.2851848411420337,0.007339677158977577,True
daily_maximum,p97,1991_2020,0.1,8,Woody Savanna,200,0.029664787896766538,0.02796060730406237,1.0609493411273856,0.0017041805927041666,True
daily_maximum,p97,1991_2020,0.1,9,Savanna,562,0.08335805398991397,0.053992613869511694,1.5438788385272864,0.029365440120402278,True
daily_maximum,p97,1991_2020,0.1,10,Grass,741,0.10990803915752002,0.06569552728764874,1.672991201916779,0.04421251186987128,True
daily_maximum,p97,1991_2020,0.1,11,Wetland,7,0.0010382675763868287,0.00019696347968814116,5.271371007613962,0.0008413040966986875,False
daily_maximum,p97,1991_2020,0.1,12,Cropland,3911,0.5800949273212697,0.1954616331555191,2.9678199140990347,0.38463329416575054,True
daily_maximum,p97,1991_2020,0.1,13,Urban,90,0.013349154553544943,0.007558473533032417,1.7661177875672651,0.0057906810205125255,False
daily_maximum,p97,1991_2020,0.1,14,Crop/Nat Mosaic,31,0.004598042123998813,0.008961838325810422,0.5130690776641533,-0.004363796201811609,False
daily_maximum,p97,1991_2020,0.1,16,Barren,24,0.0035597745476119848,0.09854739433729996,0.036122462410602955,-0.09498761978968798,False
daily_maximum,p97,1991_2020,0.1,17,Water,83,0.012310886977158113,0.45545342634386543,0.02702995798271467,-0.44314253936670733,True
daily_maximum,p99,1981_2020,0.05,1,ENF,29,0.008602788490062296,0.008247845711940911,1.0430346044916328,0.0003549427781213855,False
daily_maximum,p99,1981_2020,0.05,4,DBF,103,0.030554731533669534,0.024160853508411982,1.2646379203049023,0.006393878025257552,True
daily_maximum,p99,1981_2020,0.05,5,MF,171,0.05072678730347078,0.02656544932293804,1.9095023271325036,0.02416133798053274,True
daily_maximum,p99,1981_2020,0.05,6,Closed Shrub,1,0.0002966478789676654,8.206811653672548e-06,36.14654405221003,0.0002884410673139928,False
daily_maximum,p99,1981_2020,0.05,7,Open Shrub,201,0.05962622367250074,0.025736561345917112,2.316790610489227,0.03388966232658363,True
daily_maximum,p99,1981_2020,0.05,8,Woody Savanna,62,0.018392168495995252,0.02796060730406237,0.6577885914989791,-0.009568438808067119,True
daily_maximum,p99,1981_2020,0.05,9,Savanna,470,0.13942450311480273,0.053992613869511694,2.582288448782294,0.08543188924529103,True
daily_maximum,p99,1981_2020,0.05,10,Grass,619,0.18362503708098488,0.06569552728764874,2.795091913593755,0.11792950979333613,True
daily_maximum,p99,1981_2020,0.05,11,Wetland,6,0.0017798872738059924,0.00019696347968814116,9.036636013052508,0.0015829237941178513,False
daily_maximum,p99,1981_2020,0.05,12,Cropland,1618,0.4799762681696826,0.1954616331555191,2.455603488116716,0.2845146350141635,True
daily_maximum,p99,1981_2020,0.05,13,Urban,30,0.008899436369029961,0.007558473533032417,1.1774118583781767,0.001340962835997544,False
daily_maximum,p99,1981_2020,0.05,14,Crop/Nat Mosaic,19,0.005636309700385643,0.008961838325810422,0.6289233855238009,-0.003325528625424779,False
daily_maximum,p99,1981_2020,0.05,15,Snow/Ice,1,0.0002966478789676654,3.282724661469019e-05,9.036636013052508,0.0002638206323529752,False
daily_maximum,p99,1981_2020,0.05,16,Barren,16,0.004746366063482646,0.09854739433729996,0.04816328321413728,-0.09380102827381731,False
daily_maximum,p99,1981_2020,0.05,17,Water,25,0.007416196974191634,0.45545342634386543,0.01628310721850281,-0.4480372293696738,False
daily_maximum,p99,1981_2020,0.1,1,ENF,67,0.009936230164615156,0.008247845711940911,1.2047061149834395,0.0016883844526742447,False
daily_maximum,p99,1981_2020,0.1,2,EBF,1,0.00014830194275545008,0.0014197784160853509,0.10445428742630979,-0.0012714764733299008,False
daily_maximum,p99,1981_2020,0.1,4,DBF,278,0.04122794008601513,0.024160853508411982,1.706394191399777,0.017067086577603148,True
daily_maximum,p99,1981_2020,0.1,5,MF,402,0.05961738098769094,0.02656544932293804,2.2441698712851843,0.0330519316647529,True
daily_maximum,p99,1981_2020,0.1,6,Closed Shrub,1,0.00014830194275545008,8.206811653672548e-06,18.070591724751594,0.00014009513110177754,False
daily_maximum,p99,1981_2020,0.1,7,Open Shrub,286,0.04241435562805873,0.025736561345917112,1.6480195259180346,0.01667779428214162,True
daily_maximum,p99,1981_2020,0.1,8,Woody Savanna,181,0.02684265163873647,0.02796060730406237,0.9600167602524329,-0.0011179556653259023,True
daily_maximum,p99,1981_2020,0.1,9,Savanna,820,0.12160759305946908,0.053992613869511694,2.2523005341687656,0.06761497918995739,True
daily_maximum,p99,1981_2020,0.1,10,Grass,1142,0.169360818626724,0.06569552728764874,2.5779657401207148,0.10366529133907526,True
daily_maximum,p99,1981_2020,0.1,11,Wetland,6,0.0008898116565327006,0.00019696347968814116,4.5176479311878985,0.0006928481768445594,False
daily_maximum,p99,1981_2020,0.1,12,Cropland,3314,0.4914726382915616,0.1954616331555191,2.5144199931068894,0.2960110051360425,True
daily_maximum,p99,1981_2020,0.1,13,Urban,122,0.01809283701616491,0.007558473533032417,2.3937157333547168,0.010534363483132494,False
daily_maximum,p99,1981_2020,0.1,14,Crop/Nat Mosaic,52,0.007711701023283405,0.008961838325810422,0.8605043678453141,-0.0012501373025270166,False
daily_maximum,p99,1981_2020,0.1,15,Snow/Ice,2,0.00029660388551090017,3.282724661469019e-05,9.035295862375797,0.00026377663889621,False
daily_maximum,p99,1981_2020,0.1,16,Barren,17,0.002521133026842652,0.09854739433729996,0.02558294964363567,-0.09602626131045731,False
daily_maximum,p99,1981_2020,0.1,17,Water,52,0.007711701023283405,0.45545342634386543,0.016931920098150942,-0.44774172532058204,True
daily_maximum,p99,1991_2020,0.05,1,ENF,15,0.004449718184514981,0.008247845711940911,0.539500657495672,-0.0037981275274259303,False
daily_maximum,p99,1991_2020,0.05,4,DBF,124,0.036784336991990504,0.024160853508411982,1.522476719590368,0.012623483483578522,True
daily_maximum,p99,1991_2020,0.05,5,MF,152,0.04509047760308514,0.02656544932293804,1.6973354018955589,0.018525028280147102,True
daily_maximum,p99,1991_2020,0.05,7,Open Shrub,140,0.041530703055473156,0.025736561345917112,1.6136850023308047,0.015794141709556044,True
daily_maximum,p99,1991_2020,0.05,8,Woody Savanna,81,0.024028478196380897,0.02796060730406237,0.8593689663131824,-0.003932129107681474,True
daily_maximum,p99,1991_2020,0.05,9,Savanna,318,0.09433402551171759,0.053992613869511694,1.747165375984616,0.04034141164220589,True
daily_maximum,p99,1991_2020,0.05,10,Grass,585,0.17353900919608425,0.06569552728764874,2.6415650556580723,0.10784348190843551,True
daily_maximum,p99,1991_2020,0.05,11,Wetland,6,0.0017798872738059924,0.00019696347968814116,9.036636013052508,0.0015829237941178513,False
daily_maximum,p99,1991_2020,0.05,12,Cropland,1814,0.538119252447345,0.1954616331555191,2.7530684347612624,0.3426576192918259,True
daily_maximum,p99,1991_2020,0.05,13,Urban,64,0.018985464253930585,0.007558473533032417,2.5118119645401102,0.011426990720898169,False
daily_maximum,p99,1991_2020,0.05,14,Crop/Nat Mosaic,9,0.0026698309107089885,0.008961838325810422,0.29791107735337935,-0.006292007415101433,False
daily_maximum,p99,1991_2020,0.05,16,Barren,8,0.002373183031741323,0.09854739433729996,0.02408164160706864,-0.09617421130555864,False
daily_maximum,p99,1991_2020,0.05,17,Water,55,0.016315633343221597,0.45545342634386543,0.03582283588070619,-0.4391377930006438,True
daily_maximum,p99,1991_2020,0.1,1,ENF,59,0.008751112429546128,0.008247845711940911,1.0610179597414882,0.000503266717605217,False
daily_maximum,p99,1991_2020,0.1,4,DBF,322,0.04776030851379413,0.024160853508411982,1.976764127855236,0.023599455005382144,True
daily_maximum,p99,1991_2020,0.1,5,MF,333,0.04939187184811629,0.02656544932293804,1.8592522658921748,0.02282642252517825,True
daily_maximum,p99,1991_2020,0.1,6,Closed Shrub,1,0.0001483239394838327,8.206811653672548e-06,18.073272026105016,0.00014011712783016015,False
daily_maximum,p99,1991_2020,0.1,7,Open Shrub,223,0.03307623850489469,0.025736561345917112,1.2851848411420337,0.007339677158977577,True
