percentile,baseline,LC_code,LC_name,Elevation,count,mean,median,std
p99,1981_2020,2,EBF,500_1000,23,0.16474640887716543,0.1590576171875,0.10189107925446264
p99,1981_2020,2,EBF,1000_1500,1,0.16120338439941406,0.16120338439941406,0.0
p99,1981_2020,4,DBF,0_500,1278,0.2926506287241952,0.29192352294921875,0.11370370603472889
p99,1981_2020,4,DBF,500_1000,1276,0.28619806893566935,0.3067750930786133,0.10422893424980612
p99,1981_2020,4,DBF,1000_1500,361,0.2680570517880765,0.2707481384277344,0.09394564765106876
p99,1981_2020,4,DBF,1500_2000,7,0.2909510476248605,0.25496864318847656,0.13836943344984584
p99,1981_2020,5,MF,0_500,1403,0.3613219543261266,0.3575553894042969,0.07608124030460148
p99,1981_2020,5,MF,500_1000,1186,0.32199768674313317,0.33345794677734375,0.08604540314821398
p99,1981_2020,5,MF,1000_1500,599,0.32636827936952617,0.3334846496582031,0.10142832416129752
p99,1981_2020,5,MF,1500_2000,49,0.36205714089529856,0.35892200469970703,0.10655522756218468
p99,1981_2020,6,Closed Shrub,500_1000,1,0.48472023010253906,0.48472023010253906,0.0
p99,1981_2020,7,Open Shrub,0_500,614,0.24008444932074036,0.2327404022216797,0.12004781480145835
p99,1981_2020,7,Open Shrub,500_1000,1188,0.23583811782425904,0.20335102081298828,0.17340457377607155
p99,1981_2020,7,Open Shrub,1000_1500,968,0.14233164550844302,0.09400367736816406,0.11742002941177852
p99,1981_2020,7,Open Shrub,1500_2000,293,0.21608638437941619,0.21240997314453125,0.06153852355210102
p99,1981_2020,7,Open Shrub,2000_2500,56,0.21476868220738002,0.21305084228515625,0.05315784715753825
p99,1981_2020,7,Open Shrub,2500_3500,6,0.24006334940592447,0.2048931121826172,0.0649389196193577
p99,1981_2020,8,Woody Savanna,0_500,1505,0.25882979358153485,0.2595996856689453,0.10289606517980093
p99,1981_2020,8,Woody Savanna,500_1000,1206,0.2442674423331645,0.23491573333740234,0.10219139173147766
p99,1981_2020,8,Woody Savanna,1000_1500,559,0.29589890665999463,0.2994117736816406,0.10050615127664593
p99,1981_2020,8,Woody Savanna,1500_2000,72,0.36481806966993546,0.35544252395629883,0.09639806495859804
p99,1981_2020,9,Savanna,0_500,4104,0.29889838133174307,0.3112964630126953,0.11864914264364768
p99,1981_2020,9,Savanna,500_1000,1843,0.27401158606559767,0.269744873046875,0.12896128364507053
p99,1981_2020,9,Savanna,1000_1500,493,0.31065117950129945,0.29673194885253906,0.1399190393997167
p99,1981_2020,9,Savanna,1500_2000,20,0.3169876575469971,0.3042736053466797,0.1515658318907656
p99,1981_2020,9,Savanna,2000_2500,1,0.39003944396972656,0.39003944396972656,0.0
